"UKPRN","Institution","Subject","Level","Question number","answered 1","answered 2","answered 3","answered 4","answered 5","N/A","Confidence interval - min","Actual value","Confidence interval - max","Number of Respondents","Sample size","Two years aggregate data?"
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.105) Academic studies in Education","Other undergraduate","Q16",8%,38%,8%,25%,21%,0,26%,46%,67%,24,43,"Y"
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.105) Academic studies in Education","Other undergraduate","Q17",0%,17%,4%,50%,29%,0,57%,79%,92%,24,43,"Y"
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.105) Academic studies in Education","Other undergraduate","Q18",0%,6%,53%,18%,24%,7,20%,41%,66%,17,43,"Y"
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.105) Academic studies in Education","Other undergraduate","Q19",4%,0%,4%,48%,43%,1,71%,91%,98%,23,43,"Y"
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.105) Academic studies in Education","Other undergraduate","Q20",0%,4%,13%,26%,57%,1,60%,83%,94%,23,43,"Y"
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.105) Academic studies in Education","Other undergraduate","Q21",0%,4%,9%,39%,48%,1,65%,87%,96%,23,43,"Y"
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.105) Academic studies in Education","Other undergraduate","Q22",0%,8%,8%,42%,42%,0,62%,83%,94%,24,43,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q1",3%,6%,10%,71%,10%,0,62%,81%,92%,31,59,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q2",3%,3%,23%,55%,16%,0,51%,71%,85%,31,59,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q3",3%,3%,32%,42%,19%,0,42%,61%,78%,31,59,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q4",0%,13%,16%,39%,32%,0,51%,71%,85%,31,59,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q5",0%,3%,13%,39%,45%,0,65%,84%,93%,31,59,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q6",0%,10%,16%,42%,32%,0,55%,74%,87%,31,59,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q7",13%,10%,13%,58%,6%,0,45%,65%,80%,31,59,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q8",13%,23%,13%,35%,16%,0,33%,52%,70%,31,59,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q9",6%,32%,19%,16%,26%,0,25%,42%,61%,31,59,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q10",0%,13%,30%,30%,27%,1,37%,57%,74%,30,59,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q11",0%,6%,13%,35%,45%,0,62%,81%,92%,31,59,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q12",0%,7%,38%,34%,21%,2,36%,55%,73%,29,59,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q13",3%,13%,16%,55%,13%,0,48%,68%,83%,31,59,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q14",7%,7%,23%,47%,17%,1,44%,63%,79%,30,59,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q15",3%,13%,10%,58%,16%,0,55%,74%,87%,31,59,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q16",0%,3%,6%,35%,55%,0,73%,90%,97%,31,59,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q17",3%,0%,13%,32%,52%,0,65%,84%,93%,31,59,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q18",3%,0%,34%,31%,31%,2,42%,62%,79%,29,59,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q19",3%,0%,27%,53%,17%,1,50%,70%,84%,30,59,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q20",6%,6%,32%,39%,16%,0,36%,55%,72%,31,59,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q21",3%,3%,23%,48%,23%,0,51%,71%,85%,31,59,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q22",0%,6%,13%,45%,35%,0,62%,81%,92%,31,59,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.48) Building","First degree","Q1",0%,4%,4%,82%,10%,0,80%,92%,97%,50,72,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.48) Building","First degree","Q2",0%,14%,20%,58%,8%,0,51%,66%,79%,50,72,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.48) Building","First degree","Q3",0%,2%,18%,70%,10%,0,65%,80%,89%,50,72,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.48) Building","First degree","Q4",4%,12%,22%,48%,14%,0,47%,62%,75%,50,72,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.48) Building","First degree","Q5",0%,6%,14%,60%,20%,0,65%,80%,89%,50,72,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.48) Building","First degree","Q6",2%,6%,22%,56%,14%,0,55%,70%,82%,50,72,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.48) Building","First degree","Q7",20%,28%,16%,30%,6%,0,23%,36%,51%,50,72,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.48) Building","First degree","Q8",24%,22%,24%,28%,2%,0,18%,30%,45%,50,72,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.48) Building","First degree","Q9",18%,22%,30%,26%,4%,0,18%,30%,45%,50,72,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.48) Building","First degree","Q10",0%,6%,20%,60%,14%,0,59%,74%,85%,50,72,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.48) Building","First degree","Q11",0%,10%,16%,60%,14%,0,59%,74%,85%,50,72,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.48) Building","First degree","Q12",0%,6%,18%,60%,16%,0,61%,76%,86%,50,72,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.48) Building","First degree","Q13",8%,4%,18%,54%,16%,0,55%,70%,82%,50,72,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.48) Building","First degree","Q14",0%,10%,24%,40%,26%,0,51%,66%,79%,50,72,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.48) Building","First degree","Q15",0%,14%,18%,58%,10%,0,53%,68%,80%,50,72,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.48) Building","First degree","Q16",0%,4%,4%,50%,42%,0,80%,92%,97%,50,72,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.48) Building","First degree","Q17",0%,4%,4%,52%,40%,0,80%,92%,97%,50,72,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.48) Building","First degree","Q18",2%,4%,26%,46%,22%,4,51%,67%,80%,46,72,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.48) Building","First degree","Q19",2%,6%,40%,34%,18%,0,37%,52%,66%,50,72,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.48) Building","First degree","Q20",2%,2%,45%,33%,18%,1,36%,51%,66%,49,72,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.48) Building","First degree","Q21",2%,6%,32%,46%,14%,0,45%,60%,74%,50,72,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.48) Building","First degree","Q22",2%,8%,12%,66%,12%,0,63%,78%,88%,50,72,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.05) Nursing","First degree","Q1",0%,0%,0%,68%,32%,0,86%,100%,100%,28,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.05) Nursing","First degree","Q2",0%,0%,0%,61%,39%,0,86%,100%,100%,28,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.05) Nursing","First degree","Q3",0%,0%,0%,43%,57%,0,86%,100%,100%,28,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.05) Nursing","First degree","Q4",0%,0%,0%,39%,61%,0,86%,100%,100%,28,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.05) Nursing","First degree","Q5",4%,0%,0%,14%,82%,0,80%,96%,99%,28,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.05) Nursing","First degree","Q6",4%,0%,4%,29%,64%,0,75%,93%,98%,28,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.05) Nursing","First degree","Q7",0%,0%,0%,39%,61%,0,86%,100%,100%,28,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.05) Nursing","First degree","Q8",0%,4%,4%,29%,64%,0,75%,93%,98%,28,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.05) Nursing","First degree","Q9",0%,4%,4%,46%,46%,0,75%,93%,98%,28,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.05) Nursing","First degree","Q10",0%,0%,0%,39%,61%,0,86%,100%,100%,28,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.05) Nursing","First degree","Q11",0%,0%,4%,36%,61%,0,80%,96%,99%,28,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.05) Nursing","First degree","Q12",0%,0%,8%,42%,50%,2,74%,92%,98%,26,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.05) Nursing","First degree","Q13",0%,0%,0%,43%,57%,0,86%,100%,100%,28,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.05) Nursing","First degree","Q14",0%,0%,4%,50%,46%,0,80%,96%,99%,28,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.05) Nursing","First degree","Q15",0%,0%,0%,33%,67%,1,85%,100%,100%,27,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.05) Nursing","First degree","Q16",0%,4%,11%,43%,43%,0,66%,86%,95%,28,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.05) Nursing","First degree","Q17",4%,4%,4%,42%,46%,2,69%,88%,96%,26,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.05) Nursing","First degree","Q18",5%,5%,25%,20%,45%,8,41%,65%,83%,20,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.05) Nursing","First degree","Q19",0%,0%,0%,32%,68%,0,86%,100%,100%,28,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.05) Nursing","First degree","Q20",0%,0%,4%,18%,79%,0,80%,96%,99%,28,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.05) Nursing","First degree","Q21",0%,0%,7%,29%,64%,0,75%,93%,98%,28,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.05) Nursing","First degree","Q22",0%,0%,0%,21%,79%,0,86%,100%,100%,28,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.35) Computer Science","First degree","Q1",0%,2%,5%,56%,37%,0,72%,93%,99%,37,57,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.35) Computer Science","First degree","Q2",0%,2%,9%,60%,28%,0,66%,88%,97%,37,57,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.35) Computer Science","First degree","Q3",0%,5%,19%,40%,37%,0,53%,77%,90%,37,57,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.35) Computer Science","First degree","Q4",2%,2%,19%,42%,35%,0,53%,77%,90%,37,57,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.35) Computer Science","First degree","Q5",0%,7%,7%,51%,35%,0,64%,86%,96%,37,57,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.35) Computer Science","First degree","Q6",0%,7%,9%,49%,35%,0,61%,84%,94%,37,57,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.35) Computer Science","First degree","Q7",5%,16%,16%,47%,16%,0,40%,63%,81%,37,57,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.35) Computer Science","First degree","Q8",2%,21%,21%,42%,14%,0,34%,56%,76%,37,57,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.35) Computer Science","First degree","Q9",0%,17%,17%,52%,14%,1,43%,67%,84%,36,57,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.35) Computer Science","First degree","Q10",0%,7%,19%,56%,19%,0,51%,74%,89%,37,57,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.35) Computer Science","First degree","Q11",2%,7%,14%,56%,21%,0,53%,77%,90%,37,57,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.35) Computer Science","First degree","Q12",0%,5%,23%,62%,10%,4,47%,72%,88%,33,57,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.35) Computer Science","First degree","Q13",2%,2%,21%,40%,35%,0,51%,74%,89%,37,57,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.35) Computer Science","First degree","Q14",2%,5%,12%,60%,21%,0,58%,81%,93%,37,57,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.35) Computer Science","First degree","Q15",2%,5%,16%,56%,21%,0,53%,77%,90%,37,57,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.35) Computer Science","First degree","Q16",0%,2%,5%,47%,47%,0,72%,93%,99%,37,57,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.35) Computer Science","First degree","Q17",2%,2%,7%,49%,40%,0,66%,88%,97%,37,57,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.35) Computer Science","First degree","Q18",0%,7%,19%,47%,28%,0,51%,74%,89%,37,57,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.35) Computer Science","First degree","Q19",0%,2%,23%,44%,30%,0,51%,74%,89%,37,57,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.35) Computer Science","First degree","Q20",2%,0%,19%,53%,26%,0,56%,79%,92%,37,57,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.35) Computer Science","First degree","Q21",0%,0%,16%,49%,35%,0,61%,84%,94%,37,57,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.35) Computer Science","First degree","Q22",0%,2%,14%,33%,51%,0,61%,84%,94%,37,57,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.36) General Engineering","First degree","Q1",0%,13%,4%,79%,4%,0,62%,83%,94%,24,30,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.36) General Engineering","First degree","Q2",0%,8%,21%,63%,8%,0,49%,71%,86%,24,30,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.36) General Engineering","First degree","Q3",0%,0%,8%,63%,29%,0,72%,92%,98%,24,30,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.36) General Engineering","First degree","Q4",0%,0%,8%,63%,29%,0,72%,92%,98%,24,30,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.36) General Engineering","First degree","Q5",0%,8%,13%,54%,25%,0,57%,79%,92%,24,30,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.36) General Engineering","First degree","Q6",0%,13%,21%,46%,21%,0,45%,67%,83%,24,30,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.36) General Engineering","First degree","Q7",0%,13%,25%,58%,4%,0,41%,63%,80%,24,30,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.36) General Engineering","First degree","Q8",0%,13%,8%,58%,21%,0,57%,79%,92%,24,30,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.36) General Engineering","First degree","Q9",0%,17%,29%,50%,4%,0,33%,54%,74%,24,30,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.36) General Engineering","First degree","Q10",0%,8%,21%,67%,4%,0,49%,71%,86%,24,30,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.36) General Engineering","First degree","Q11",0%,13%,4%,63%,21%,0,62%,83%,94%,24,30,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.36) General Engineering","First degree","Q12",0%,8%,42%,33%,17%,0,30%,50%,70%,24,30,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.36) General Engineering","First degree","Q13",0%,13%,25%,50%,13%,0,41%,63%,80%,24,30,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.36) General Engineering","First degree","Q14",4%,21%,4%,63%,8%,0,49%,71%,86%,24,30,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.36) General Engineering","First degree","Q15",4%,4%,25%,58%,8%,0,45%,67%,83%,24,30,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.36) General Engineering","First degree","Q16",0%,14%,9%,55%,23%,2,54%,77%,91%,22,30,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.36) General Engineering","First degree","Q17",0%,17%,4%,50%,29%,0,57%,79%,92%,24,30,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.36) General Engineering","First degree","Q18",0%,14%,14%,55%,18%,2,50%,73%,88%,22,30,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.36) General Engineering","First degree","Q19",0%,8%,17%,46%,29%,0,53%,75%,89%,24,30,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.36) General Engineering","First degree","Q20",0%,8%,21%,38%,33%,0,49%,71%,86%,24,30,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.36) General Engineering","First degree","Q21",0%,8%,13%,42%,38%,0,57%,79%,92%,24,30,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.36) General Engineering","First degree","Q22",4%,4%,8%,54%,29%,0,62%,83%,94%,24,30,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q1",2%,12%,17%,57%,12%,0,55%,69%,80%,58,90,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q2",5%,14%,22%,48%,10%,0,44%,59%,71%,58,90,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q3",2%,12%,21%,47%,19%,0,51%,66%,77%,58,90,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q4",7%,10%,12%,40%,31%,0,57%,71%,82%,58,90,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q5",12%,9%,21%,41%,17%,0,44%,59%,71%,58,90,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q6",9%,9%,17%,52%,14%,0,51%,66%,77%,58,90,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q7",17%,26%,21%,28%,9%,0,24%,36%,50%,58,90,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q8",10%,24%,12%,36%,17%,0,40%,53%,67%,58,90,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q9",17%,21%,26%,21%,16%,0,24%,36%,50%,58,90,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q10",7%,12%,29%,33%,19%,0,38%,52%,65%,58,90,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q11",14%,12%,16%,45%,14%,0,44%,59%,71%,58,90,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q12",4%,15%,33%,31%,18%,3,35%,49%,63%,55,90,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q13",16%,16%,17%,36%,16%,0,38%,52%,65%,58,90,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q14",9%,14%,19%,43%,16%,0,44%,59%,71%,58,90,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q15",17%,16%,12%,40%,16%,0,41%,55%,68%,58,90,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q16",5%,4%,5%,39%,46%,2,73%,86%,93%,56,90,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q17",2%,16%,4%,37%,42%,1,65%,79%,88%,57,90,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q18",2%,8%,23%,44%,23%,6,52%,67%,79%,52,90,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q19",4%,9%,30%,32%,25%,2,43%,57%,70%,56,90,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q20",2%,9%,33%,33%,24%,3,42%,56%,70%,55,90,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q21",4%,9%,32%,35%,21%,1,42%,56%,69%,57,90,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Q22",12%,12%,14%,47%,14%,1,47%,61%,74%,57,90,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.47) Architecture","First degree","Q1",3%,3%,21%,56%,18%,0,55%,74%,86%,34,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.47) Architecture","First degree","Q2",0%,3%,6%,59%,32%,0,75%,91%,97%,34,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.47) Architecture","First degree","Q3",0%,0%,12%,53%,35%,0,71%,88%,96%,34,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.47) Architecture","First degree","Q4",0%,0%,15%,44%,41%,0,68%,85%,94%,34,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.47) Architecture","First degree","Q5",9%,26%,12%,26%,26%,0,35%,53%,70%,34,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.47) Architecture","First degree","Q6",3%,15%,24%,41%,18%,0,41%,59%,75%,34,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.47) Architecture","First degree","Q7",3%,22%,25%,38%,13%,2,32%,50%,68%,32,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.47) Architecture","First degree","Q8",3%,15%,24%,32%,26%,0,41%,59%,75%,34,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.47) Architecture","First degree","Q9",12%,21%,26%,15%,26%,0,25%,41%,59%,34,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.47) Architecture","First degree","Q10",0%,15%,21%,53%,12%,0,46%,65%,80%,34,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.47) Architecture","First degree","Q11",9%,24%,9%,32%,26%,0,41%,59%,75%,34,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.47) Architecture","First degree","Q12",3%,18%,21%,38%,21%,0,41%,59%,75%,34,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.47) Architecture","First degree","Q13",6%,15%,18%,44%,18%,0,43%,62%,77%,34,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.47) Architecture","First degree","Q14",9%,12%,21%,38%,21%,0,41%,59%,75%,34,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.47) Architecture","First degree","Q15",9%,6%,26%,41%,18%,0,41%,59%,75%,34,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.47) Architecture","First degree","Q16",0%,3%,12%,62%,24%,0,68%,85%,94%,34,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.47) Architecture","First degree","Q17",3%,6%,9%,44%,38%,0,65%,82%,92%,34,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.47) Architecture","First degree","Q18",9%,12%,18%,38%,24%,0,43%,62%,77%,34,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.47) Architecture","First degree","Q19",3%,6%,24%,38%,29%,0,49%,68%,82%,34,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.47) Architecture","First degree","Q20",3%,3%,18%,38%,38%,0,58%,76%,88%,34,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.47) Architecture","First degree","Q21",9%,3%,21%,44%,24%,0,49%,68%,82%,34,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.47) Architecture","First degree","Q22",3%,6%,18%,53%,21%,0,55%,74%,86%,34,45,"Y"
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.48) Building","First degree","Q1",0%,8%,8%,54%,31%,0,64%,85%,94%,26,48,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.48) Building","First degree","Q2",4%,8%,23%,58%,8%,0,44%,65%,82%,26,48,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.48) Building","First degree","Q3",4%,8%,19%,50%,19%,0,48%,69%,85%,26,48,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.48) Building","First degree","Q4",8%,0%,15%,54%,23%,0,56%,77%,90%,26,48,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.48) Building","First degree","Q5",12%,12%,15%,38%,23%,0,41%,62%,79%,26,48,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.48) Building","First degree","Q6",12%,8%,15%,38%,27%,0,44%,65%,82%,26,48,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.48) Building","First degree","Q7",4%,35%,19%,38%,4%,0,24%,42%,63%,26,48,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.48) Building","First degree","Q8",19%,23%,15%,31%,12%,0,24%,42%,63%,26,48,
10004078,"LONDON SOUTH BANK UNIVERSITY","(L3.48) Building","First degree","Q9",15%,12%,35%,31%,8%,0,21%,38%,59%,26,48,
