"UKPRN","Institution","Subject","Level","Mode ","First class honours","Upper second class honours","Lower / undivided second class honours","Other honours / pass","Ordinary degree","Not subject to classification","Two years aggregate data?"
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.67) Tourism, Transport and Travel","First degree","Full-time",7%,37%,41%,9%,6%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.67) Tourism, Transport and Travel","First degree","Part-time",10%,25%,25%,15%,30%,0%,"Y"
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.69) Media studies","First degree","Full-time",6%,64%,23%,5%,3%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.71) Publicity studies","First degree","Full-time",13%,64%,23%,0%,0%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.75) English studies","First degree","Full-time",4%,48%,37%,10%,1%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.83) Others in European Languages and Area studies","First degree","Full-time",15%,55%,30%,0%,0%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.83) Others in European Languages and Area studies","First degree","Part-time",15%,5%,0%,0%,85%,0%,"Y"
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.90) History","First degree","Full-time",6%,45%,41%,5%,2%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.95) Fine Art","First degree","Full-time",14%,35%,44%,5%,2%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.96) Design studies","First degree","Full-time",18%,38%,29%,15%,0%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.98) Drama","First degree","Full-time",5%,60%,30%,5%,0%,0%,"Y"
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.100) Cinematics and Photography","First degree","Full-time",4%,45%,43%,4%,4%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.102) Others in Creative Arts and Design","First degree","Full-time",16%,41%,39%,4%,0%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.105) Academic studies in Education","First degree","Full-time",7%,43%,42%,4%,5%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.105) Academic studies in Education","First degree","Part-time",15%,45%,30%,5%,5%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.108) Initial Teacher Training","First degree","Full-time",11%,60%,25%,4%,0%,0%,
10003863,"TRINITY AND ALL SAINTS COLLEGE","(L3.18) Sports Science","First degree","Full-time",7%,28%,43%,16%,6%,0%,
10003863,"TRINITY AND ALL SAINTS COLLEGE","(L3.19) Psychology","First degree","Full-time",0%,39%,52%,7%,2%,0%,
10003863,"TRINITY AND ALL SAINTS COLLEGE","(L3.61) Business studies","First degree","Full-time",5%,25%,35%,25%,10%,0%,
10003863,"TRINITY AND ALL SAINTS COLLEGE","(L3.62) Marketing","First degree","Full-time",0%,30%,50%,10%,5%,0%,"Y"
10003863,"TRINITY AND ALL SAINTS COLLEGE","(L3.69) Media studies","First degree","Full-time",1%,37%,45%,11%,6%,0%,
10003863,"TRINITY AND ALL SAINTS COLLEGE","(L3.73) Journalism","First degree","Full-time",3%,39%,50%,8%,0%,0%,
10003863,"TRINITY AND ALL SAINTS COLLEGE","(L3.75) English studies","First degree","Full-time",10%,50%,30%,5%,5%,0%,
10003863,"TRINITY AND ALL SAINTS COLLEGE","(L3.90) History","First degree","Full-time",5%,40%,55%,0%,0%,0%,"Y"
10003863,"TRINITY AND ALL SAINTS COLLEGE","(L3.94) Theology and Religious studies","First degree","Full-time",15%,30%,40%,10%,10%,0%,"Y"
10003863,"TRINITY AND ALL SAINTS COLLEGE","(L3.107) Combined","First degree","Full-time",5%,25%,50%,15%,5%,0%,
10003863,"TRINITY AND ALL SAINTS COLLEGE","(L3.108) Initial Teacher Training","First degree","Full-time",6%,45%,36%,8%,5%,0%,
10003928,"LINCOLN COLLEGE","(L3.18) Sports Science","First degree","Full-time",5%,5%,85%,0%,0%,5%,"Y"
10003945,"LIPA","(L3.40) Electronic and Electrical Engineering","First degree","Full-time",0%,50%,40%,15%,0%,0%,
10003945,"LIPA","(L3.46) Others in Technology","First degree","Full-time",5%,80%,10%,0%,0%,0%,"Y"
10003945,"LIPA","(L3.97) Music","First degree","Full-time",20%,59%,18%,2%,0%,0%,
10003945,"LIPA","(L3.98) Drama","First degree","Full-time",8%,82%,8%,1%,0%,0%,
10003955,"LIVERPOOL COMMUNITY COLLEGE","(L3.58) Social Work","First degree","Full-time",0%,0%,0%,100%,0%,0%,"Y"
10003955,"LIVERPOOL COMMUNITY COLLEGE","(L3.58) Social Work","First degree","Part-time",0%,0%,0%,100%,0%,0%,"Y"
10003956,"LIVERPOOL HOPE UNIVERSITY","(L3.11) Others in Subjects allied to Medicine","First degree","Full-time",10%,40%,40%,5%,0%,0%,"Y"
10003956,"LIVERPOOL HOPE UNIVERSITY","(L3.18) Sports Science","First degree","Full-time",7%,34%,51%,9%,0%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY","(L3.19) Psychology","First degree","Full-time",11%,53%,32%,4%,0%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY","(L3.31) Physical Geography and Environmental Science","First degree","Full-time",15%,45%,35%,5%,0%,0%,"Y"
10003956,"LIVERPOOL HOPE UNIVERSITY","(L3.35) Computer Science","First degree","Full-time",15%,45%,35%,5%,0%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY","(L3.35) Computer Science","First degree","Part-time",25%,25%,35%,10%,0%,0%,"Y"
10003956,"LIVERPOOL HOPE UNIVERSITY","(L3.54) Sociology","First degree","Full-time",12%,38%,44%,6%,0%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY","(L3.54) Sociology","First degree","Part-time",20%,55%,10%,15%,0%,0%,"Y"
10003956,"LIVERPOOL HOPE UNIVERSITY","(L3.58) Social Work","First degree","Full-time",10%,40%,40%,5%,0%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY","(L3.60) Law","First degree","Full-time",10%,50%,35%,10%,0%,0%,"Y"
10003956,"LIVERPOOL HOPE UNIVERSITY","(L3.61) Business studies","First degree","Full-time",10%,50%,35%,5%,0%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY","(L3.61) Business studies","First degree","Part-time",25%,45%,25%,5%,0%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY","(L3.69) Media studies","First degree","Full-time",5%,38%,51%,6%,0%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY","(L3.75) English studies","First degree","Full-time",10%,58%,30%,2%,0%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY","(L3.90) History","First degree","Full-time",0%,40%,55%,5%,0%,0%,"Y"
10003956,"LIVERPOOL HOPE UNIVERSITY","(L3.94) Theology and Religious studies","First degree","Full-time",10%,45%,35%,10%,0%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY","(L3.96) Design studies","First degree","Full-time",5%,45%,30%,15%,0%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY","(L3.97) Music","First degree","Full-time",10%,55%,30%,5%,0%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY","(L3.98) Drama","First degree","Full-time",15%,75%,10%,0%,0%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY","(L3.99) Dance","First degree","Full-time",5%,60%,30%,5%,0%,0%,"Y"
10003956,"LIVERPOOL HOPE UNIVERSITY","(L3.102) Others in Creative Arts and Design","First degree","Full-time",15%,65%,20%,0%,0%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY","(L3.105) Academic studies in Education","First degree","Full-time",17%,40%,37%,5%,0%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY","(L3.105) Academic studies in Education","First degree","Part-time",10%,50%,35%,10%,0%,0%,"Y"
10003956,"LIVERPOOL HOPE UNIVERSITY","(L3.108) Initial Teacher Training","First degree","Full-time",8%,55%,35%,2%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.04) Pharmacology, Toxicology and Pharmacy","First degree","Full-time",17%,45%,36%,2%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.05) Nursing","First degree","Full-time",18%,42%,34%,6%,1%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.05) Nursing","First degree","Part-time",10%,25%,30%,40%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.07) Nutrition","First degree","Full-time",5%,50%,25%,15%,0%,0%,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.11) Others in Subjects allied to Medicine","First degree","Full-time",5%,30%,45%,25%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.11) Others in Subjects allied to Medicine","First degree","Part-time",10%,20%,35%,35%,5%,0%,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.12) Biology","First degree","Full-time",5%,35%,50%,10%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.12) Biology","First degree","Part-time",20%,50%,25%,5%,0%,0%,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.13) Zoology","First degree","Full-time",10%,30%,45%,15%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.16) Molecular Biology, Biophysics and Biochemistry","First degree","Full-time",10%,25%,35%,30%,5%,0%,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.18) Sports Science","First degree","Full-time",5%,48%,39%,7%,2%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.19) Psychology","First degree","Full-time",2%,50%,43%,6%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.19) Psychology","First degree","Part-time",5%,45%,40%,10%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.23) Food and Beverage studies","First degree","Full-time",10%,40%,35%,20%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.25) Chemistry","First degree","Part-time",20%,45%,20%,10%,5%,0%,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.27) Forensic and Archaeological Science","First degree","Full-time",10%,40%,35%,10%,5%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.31) Physical Geography and Environmental Science","First degree","Full-time",5%,25%,55%,15%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.35) Computer Science","First degree","Full-time",8%,37%,41%,14%,1%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.35) Computer Science","First degree","Part-time",20%,42%,18%,11%,9%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.37) Mechanical, Production and Manufacturing Engineering","First degree","Full-time",16%,39%,29%,16%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.37) Mechanical, Production and Manufacturing Engineering","First degree","Part-time",25%,40%,25%,5%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.40) Electronic and Electrical Engineering","First degree","Full-time",15%,45%,25%,20%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.40) Electronic and Electrical Engineering","First degree","Part-time",23%,44%,26%,8%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.41) Civil Engineering","First degree","Full-time",15%,45%,35%,5%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.45) Maritime Technology","First degree","Full-time",20%,35%,15%,25%,5%,0%,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.47) Architecture","First degree","Full-time",10%,35%,50%,5%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.48) Building","First degree","Full-time",15%,48%,34%,1%,2%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.48) Building","First degree","Part-time",8%,54%,30%,4%,4%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.53) Politics","First degree","Full-time",15%,35%,45%,5%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.54) Sociology","First degree","Full-time",6%,31%,46%,17%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.58) Social Work","First degree","Full-time",10%,35%,46%,9%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.59) Human and Social Geography","First degree","Full-time",5%,40%,45%,15%,0%,0%,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.60) Law","First degree","Full-time",3%,48%,43%,5%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.60) Law","First degree","Part-time",5%,45%,25%,25%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.61) Business studies","First degree","Full-time",9%,45%,34%,13%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.61) Business studies","First degree","Part-time",4%,36%,50%,10%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.62) Marketing","First degree","Full-time",0%,40%,50%,10%,0%,0%,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.63) Management studies","First degree","Full-time",5%,20%,50%,25%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.65) Finance","First degree","Full-time",5%,30%,45%,20%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.66) Accounting","First degree","Full-time",16%,41%,34%,9%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.67) Tourism, Transport and Travel","First degree","Full-time",1%,21%,48%,31%,0%,0%,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.67) Tourism, Transport and Travel","First degree","Part-time",4%,73%,23%,0%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.69) Media studies","First degree","Full-time",5%,39%,48%,9%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.69) Media studies","First degree","Part-time",0%,40%,35%,25%,0%,0%,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.71) Publicity studies","First degree","Part-time",2%,51%,47%,0%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.72) Publishing","First degree","Full-time",20%,40%,35%,5%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.73) Journalism","First degree","Full-time",5%,40%,55%,5%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.75) English studies","First degree","Full-time",9%,61%,30%,1%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.76) American and Australasian studies","First degree","Full-time",0%,50%,45%,5%,0%,0%,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.79) French studies","First degree","Full-time",5%,40%,45%,5%,0%,0%,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.82) Iberian studies","First degree","Full-time",10%,45%,40%,5%,0%,0%,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.87) Asian studies","First degree","Full-time",15%,65%,20%,0%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.90) History","First degree","Full-time",5%,51%,36%,8%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.95) Fine Art","First degree","Full-time",10%,50%,35%,5%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.96) Design studies","First degree","Full-time",17%,41%,29%,14%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.98) Drama","First degree","Full-time",3%,69%,26%,2%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.100) Cinematics and Photography","First degree","Full-time",10%,70%,15%,5%,0%,0%,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.101) Imaginative Writing","First degree","Full-time",20%,60%,20%,0%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.104) Research and Study Skills in Education","First degree","Full-time",14%,43%,32%,11%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.105) Academic studies in Education","First degree","Full-time",7%,30%,50%,13%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.105) Academic studies in Education","First degree","Part-time",11%,45%,42%,2%,0%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY","(L3.108) Initial Teacher Training","First degree","Full-time",13%,39%,42%,6%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.04) Pharmacology, Toxicology and Pharmacy","First degree","Full-time",5%,25%,50%,20%,0%,0%,"Y"
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.04) Pharmacology, Toxicology and Pharmacy","First degree","Part-time",5%,25%,40%,25%,0%,0%,"Y"
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.06) Complementary Medicine","First degree","Full-time",0%,5%,0%,0%,0%,90%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.07) Nutrition","First degree","Full-time",5%,55%,35%,5%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.07) Nutrition","First degree","Part-time",0%,65%,25%,15%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.11) Others in Subjects allied to Medicine","First degree","Full-time",10%,40%,45%,5%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.11) Others in Subjects allied to Medicine","First degree","Part-time",10%,25%,40%,20%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.18) Sports Science","First degree","Full-time",0%,30%,50%,20%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.18) Sports Science","First degree","Part-time",5%,10%,55%,35%,0%,0%,"Y"
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.19) Psychology","First degree","Full-time",6%,49%,43%,3%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.19) Psychology","First degree","Part-time",5%,30%,55%,15%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.27) Forensic and Archaeological Science","First degree","Full-time",15%,20%,50%,15%,0%,0%,"Y"
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.32) Mathematics and Statistics","First degree","Full-time",35%,30%,15%,15%,0%,0%,"Y"
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.32) Mathematics and Statistics","First degree","Part-time",40%,20%,30%,10%,0%,0%,"Y"
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.35) Computer Science","First degree","Full-time",13%,36%,42%,9%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.35) Computer Science","First degree","Part-time",9%,27%,49%,15%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.40) Electronic and Electrical Engineering","First degree","Full-time",45%,35%,20%,5%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.40) Electronic and Electrical Engineering","First degree","Part-time",0%,35%,40%,25%,0%,0%,"Y"
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.44) Materials and Minerals Technology","First degree","Full-time",20%,45%,25%,15%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.44) Materials and Minerals Technology","First degree","Part-time",10%,40%,30%,20%,0%,0%,"Y"
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.46) Others in Technology","First degree","Full-time",40%,35%,15%,5%,0%,0%,"Y"
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.47) Architecture","First degree","Full-time",18%,35%,35%,11%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.47) Architecture","First degree","Part-time",25%,30%,35%,10%,0%,0%,"Y"
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.52) Economics","First degree","Full-time",7%,35%,42%,16%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.52) Economics","First degree","Part-time",5%,30%,40%,25%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.53) Politics","First degree","Full-time",8%,45%,41%,6%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.53) Politics","First degree","Part-time",0%,25%,45%,25%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.54) Sociology","First degree","Full-time",7%,30%,48%,15%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.54) Sociology","First degree","Part-time",10%,30%,45%,20%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.58) Social Work","First degree","Full-time",20%,35%,45%,0%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.58) Social Work","First degree","Part-time",5%,40%,50%,5%,0%,0%,"Y"
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.60) Law","First degree","Full-time",8%,35%,48%,10%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.60) Law","First degree","Part-time",5%,12%,61%,21%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.61) Business studies","First degree","Full-time",7%,48%,41%,4%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.61) Business studies","First degree","Part-time",6%,30%,54%,10%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.62) Marketing","First degree","Full-time",6%,49%,40%,5%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.62) Marketing","First degree","Part-time",5%,30%,50%,20%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.63) Management studies","First degree","Full-time",6%,45%,45%,4%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.63) Management studies","First degree","Part-time",4%,34%,48%,14%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.64) Human Resource Management","First degree","Full-time",15%,30%,45%,10%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.64) Human Resource Management","First degree","Part-time",0%,25%,65%,10%,0%,0%,"Y"
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.65) Finance","First degree","Full-time",14%,37%,39%,10%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.65) Finance","First degree","Part-time",5%,30%,40%,25%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.66) Accounting","First degree","Full-time",9%,39%,41%,11%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.66) Accounting","First degree","Part-time",3%,23%,51%,23%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.67) Tourism, Transport and Travel","First degree","Full-time",12%,49%,35%,4%,0%,1%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.67) Tourism, Transport and Travel","First degree","Part-time",0%,35%,50%,15%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.69) Media studies","First degree","Full-time",8%,46%,40%,6%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.69) Media studies","First degree","Part-time",10%,30%,45%,15%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.71) Publicity studies","First degree","Full-time",5%,40%,45%,10%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.73) Journalism","First degree","Full-time",5%,50%,50%,0%,0%,0%,"Y"
10004048,"LONDON METROPOLITAN UNIVERSITY","(L3.75) English studies","First degree","Full-time",20%,55%,20%,5%,0%,0%,
