"UKPRN","Institution","Subject","Level","Mode","Continuing at institution","Gained intended award or higher","Gained other award at a lower level","Left without award","Dormant","Two years aggregate data?"
10003678,"KINGSTON UNIVERSITY","(L3.48) Building","First degree","Part-time",85%,0%,0%,10%,5%,
10003678,"KINGSTON UNIVERSITY","(L3.48) Building","Postgraduate","Full-time",70%,15%,5%,5%,0%,
10003678,"KINGSTON UNIVERSITY","(L3.48) Building","Postgraduate","Part-time",87%,0%,0%,3%,10%,
10003678,"KINGSTON UNIVERSITY","(L3.49) Landscape Design","First degree","Full-time",85%,0%,0%,5%,10%,
10003678,"KINGSTON UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","First degree","Full-time",73%,4%,0%,16%,7%,
10003678,"KINGSTON UNIVERSITY","(L3.52) Economics","First degree","Full-time",82%,1%,5%,5%,8%,
10003678,"KINGSTON UNIVERSITY","(L3.52) Economics","Postgraduate","Full-time",90%,0%,0%,10%,0%,
10003678,"KINGSTON UNIVERSITY","(L3.53) Politics","First degree","Full-time",78%,3%,5%,9%,5%,
10003678,"KINGSTON UNIVERSITY","(L3.53) Politics","Postgraduate","Full-time",95%,0%,0%,0%,5%,
10003678,"KINGSTON UNIVERSITY","(L3.54) Sociology","First degree","Full-time",84%,0%,6%,5%,6%,
10003678,"KINGSTON UNIVERSITY","(L3.58) Social Work","First degree","Full-time",85%,0%,0%,4%,12%,
10003678,"KINGSTON UNIVERSITY","(L3.58) Social Work","Postgraduate","Full-time",90%,0%,5%,5%,5%,
10003678,"KINGSTON UNIVERSITY","(L3.58) Social Work","Postgraduate","Part-time",31%,44%,1%,1%,24%,
10003678,"KINGSTON UNIVERSITY","(L3.60) Law","First degree","Full-time",88%,0%,2%,6%,3%,
10003678,"KINGSTON UNIVERSITY","(L3.60) Law","Other undergraduate","Full-time",10%,80%,0%,10%,5%,
10003678,"KINGSTON UNIVERSITY","(L3.60) Law","Other undergraduate","Part-time",50%,20%,5%,15%,10%,
10003678,"KINGSTON UNIVERSITY","(L3.60) Law","Postgraduate","Full-time",85%,0%,5%,5%,10%,
10003678,"KINGSTON UNIVERSITY","(L3.61) Business studies","First degree","Full-time",77%,6%,3%,7%,7%,
10003678,"KINGSTON UNIVERSITY","(L3.61) Business studies","Other undergraduate","Full-time",0%,95%,0%,0%,0%,
10003678,"KINGSTON UNIVERSITY","(L3.61) Business studies","Postgraduate","Full-time",93%,4%,2%,2%,0%,
10003678,"KINGSTON UNIVERSITY","(L3.61) Business studies","Postgraduate","Part-time",67%,10%,0%,10%,12%,
10003678,"KINGSTON UNIVERSITY","(L3.62) Marketing","First degree","Full-time",95%,0%,0%,0%,5%,
10003678,"KINGSTON UNIVERSITY","(L3.62) Marketing","Postgraduate","Full-time",93%,0%,1%,6%,0%,
10003678,"KINGSTON UNIVERSITY","(L3.63) Management studies","Other undergraduate","Part-time",0%,80%,0%,10%,10%,
10003678,"KINGSTON UNIVERSITY","(L3.63) Management studies","Postgraduate","Part-time",60%,14%,0%,9%,18%,
10003678,"KINGSTON UNIVERSITY","(L3.64) Human Resource Management","Postgraduate","Full-time",85%,5%,0%,5%,5%,
10003678,"KINGSTON UNIVERSITY","(L3.64) Human Resource Management","Postgraduate","Part-time",79%,15%,2%,2%,2%,
10003678,"KINGSTON UNIVERSITY","(L3.66) Accounting","First degree","Full-time",87%,0%,1%,4%,8%,
10003678,"KINGSTON UNIVERSITY","(L3.66) Accounting","Postgraduate","Full-time",85%,1%,3%,1%,10%,
10003678,"KINGSTON UNIVERSITY","(L3.69) Media studies","First degree","Full-time",77%,0%,10%,7%,6%,
10003678,"KINGSTON UNIVERSITY","(L3.73) Journalism","First degree","Full-time",82%,2%,8%,4%,3%,
10003678,"KINGSTON UNIVERSITY","(L3.73) Journalism","Postgraduate","Full-time",75%,0%,5%,20%,0%,
10003678,"KINGSTON UNIVERSITY","(L3.75) English studies","First degree","Full-time",84%,1%,7%,5%,3%,
10003678,"KINGSTON UNIVERSITY","(L3.75) English studies","Other undergraduate","Full-time",1%,91%,0%,1%,7%,
10003678,"KINGSTON UNIVERSITY","(L3.90) History","First degree","Full-time",82%,0%,10%,5%,3%,
10003678,"KINGSTON UNIVERSITY","(L3.95) Fine Art","First degree","Full-time",84%,0%,12%,4%,0%,
10003678,"KINGSTON UNIVERSITY","(L3.96) Design studies","First degree","Full-time",89%,2%,3%,5%,2%,
10003678,"KINGSTON UNIVERSITY","(L3.96) Design studies","Postgraduate","Full-time",99%,0%,0%,1%,0%,
10003678,"KINGSTON UNIVERSITY","(L3.97) Music","First degree","Full-time",78%,1%,2%,13%,6%,
10003678,"KINGSTON UNIVERSITY","(L3.97) Music","Postgraduate","Full-time",90%,0%,0%,0%,15%,
10003678,"KINGSTON UNIVERSITY","(L3.98) Drama","First degree","Full-time",85%,0%,7%,5%,3%,
10003678,"KINGSTON UNIVERSITY","(L3.99) Dance","First degree","Full-time",80%,0%,5%,5%,5%,
10003678,"KINGSTON UNIVERSITY","(L3.100) Cinematics and Photography","First degree","Full-time",79%,0%,11%,6%,4%,
10003678,"KINGSTON UNIVERSITY","(L3.100) Cinematics and Photography","Postgraduate","Full-time",90%,0%,0%,10%,0%,
10003678,"KINGSTON UNIVERSITY","(L3.101) Imaginative Writing","First degree","Full-time",85%,0%,10%,5%,5%,
10003678,"KINGSTON UNIVERSITY","(L3.101) Imaginative Writing","Postgraduate","Full-time",22%,0%,67%,3%,8%,
10003678,"KINGSTON UNIVERSITY","(L3.105) Academic studies in Education","First degree","Full-time",1%,98%,0%,0%,1%,
10003678,"KINGSTON UNIVERSITY","(L3.105) Academic studies in Education","Other undergraduate","Full-time",95%,0%,0%,0%,5%,
10003678,"KINGSTON UNIVERSITY","(L3.105) Academic studies in Education","Postgraduate","Part-time",74%,2%,0%,4%,20%,
10003678,"KINGSTON UNIVERSITY","(L3.107) Combined","Postgraduate","Full-time",95%,0%,0%,5%,0%,
10003678,"KINGSTON UNIVERSITY","(L3.108) Initial Teacher Training","First degree","Full-time",91%,0%,0%,2%,7%,
10003678,"KINGSTON UNIVERSITY","(L3.108) Initial Teacher Training","Postgraduate","Full-time",5%,83%,3%,3%,6%,
10003753,"LAKES COLLEGE WEST CUMBRIA","(L3.40) Electronic and Electrical Engineering","Other undergraduate","Part-time",75%,0%,0%,25%,0%,
10003753,"LAKES COLLEGE WEST CUMBRIA","(L3.61) Business studies","Other undergraduate","Part-time",25%,45%,0%,30%,0%,
10003755,"LAMBETH COLLEGE","(L3.108) Initial Teacher Training","Other undergraduate","Part-time",50%,40%,5%,5%,10%,
10003854,"LEEDS COLLEGE OF ART","(L3.62) Marketing","Other undergraduate","Full-time",95%,0%,0%,5%,0%,
10003854,"LEEDS COLLEGE OF ART","(L3.95) Fine Art","First degree","Full-time",88%,0%,0%,13%,0%,
10003854,"LEEDS COLLEGE OF ART","(L3.96) Design studies","First degree","Full-time",91%,0%,0%,9%,0%,
10003854,"LEEDS COLLEGE OF ART","(L3.96) Design studies","Other undergraduate","Full-time",90%,0%,0%,10%,0%,
10003854,"LEEDS COLLEGE OF ART","(L3.100) Cinematics and Photography","Other undergraduate","Full-time",85%,0%,0%,15%,0%,
10003854,"LEEDS COLLEGE OF ART","(L3.102) Others in Creative Arts and Design","First degree","Full-time",92%,0%,0%,8%,0%,
10003855,"LEEDS COLLEGE OF BUILDING","(L3.48) Building","Other undergraduate","Part-time",90%,0%,0%,10%,0%,
10003856,"LEEDS COLLEGE OF MUSIC","(L3.97) Music","First degree","Full-time",83%,5%,1%,10%,1%,
10003856,"LEEDS COLLEGE OF MUSIC","(L3.97) Music","Other undergraduate","Full-time",80%,0%,0%,15%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.03) Anatomy, Physiology and Pathology","First degree","Full-time",84%,0%,5%,7%,3%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.05) Nursing","First degree","Full-time",75%,10%,0%,8%,8%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.05) Nursing","First degree","Part-time",85%,5%,0%,0%,10%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.05) Nursing","Other undergraduate","Part-time",17%,47%,2%,6%,28%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.05) Nursing","Postgraduate","Part-time",35%,38%,2%,12%,13%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.07) Nutrition","First degree","Full-time",80%,2%,0%,6%,12%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.07) Nutrition","Postgraduate","Full-time",95%,0%,0%,5%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.09) Aural and Oral Sciences","First degree","Full-time",85%,0%,0%,10%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.11) Others in Subjects allied to Medicine","First degree","Full-time",80%,4%,1%,11%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.11) Others in Subjects allied to Medicine","First degree","Part-time",20%,70%,0%,5%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.11) Others in Subjects allied to Medicine","Other undergraduate","Part-time",28%,41%,9%,6%,15%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.11) Others in Subjects allied to Medicine","Postgraduate","Part-time",44%,29%,0%,11%,16%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.17) Others in Biological Sciences","First degree","Full-time",88%,0%,0%,8%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.18) Sports Science","First degree","Full-time",79%,5%,2%,11%,4%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.18) Sports Science","Postgraduate","Full-time",30%,0%,0%,65%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.19) Psychology","First degree","Full-time",86%,0%,0%,9%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.19) Psychology","Postgraduate","Part-time",70%,0%,0%,10%,20%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.27) Forensic and Archaeological Science","First degree","Full-time",90%,0%,5%,5%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.35) Computer Science","First degree","Full-time",59%,26%,0%,10%,4%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.35) Computer Science","Other undergraduate","Full-time",87%,1%,1%,7%,3%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.35) Computer Science","Postgraduate","Full-time",47%,16%,7%,23%,7%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.41) Civil Engineering","First degree","Full-time",85%,5%,0%,5%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.41) Civil Engineering","First degree","Part-time",85%,0%,0%,5%,10%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.41) Civil Engineering","Other undergraduate","Part-time",82%,7%,0%,7%,4%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.46) Others in Technology","First degree","Full-time",89%,2%,2%,5%,2%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.47) Architecture","First degree","Full-time",83%,0%,1%,10%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.47) Architecture","Other undergraduate","Part-time",5%,90%,0%,0%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.47) Architecture","Postgraduate","Full-time",100%,0%,0%,5%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.47) Architecture","Postgraduate","Part-time",90%,0%,0%,5%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.48) Building","First degree","Full-time",80%,4%,0%,13%,3%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.48) Building","First degree","Part-time",97%,0%,0%,1%,1%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.48) Building","Other undergraduate","Full-time",70%,0%,0%,25%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.48) Building","Other undergraduate","Part-time",38%,6%,35%,6%,14%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.48) Building","Postgraduate","Part-time",85%,0%,0%,5%,10%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.49) Landscape Design","First degree","Full-time",90%,0%,0%,0%,10%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.49) Landscape Design","Other undergraduate","Part-time",15%,50%,0%,20%,10%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.49) Landscape Design","Postgraduate","Full-time",15%,80%,5%,0%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","Other undergraduate","Part-time",76%,2%,0%,7%,15%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","Postgraduate","Full-time",5%,80%,0%,5%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.50) Planning (Urban, Rural and Regional)","Postgraduate","Part-time",85%,0%,0%,5%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.52) Economics","First degree","Full-time",85%,5%,0%,5%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.53) Politics","First degree","Full-time",76%,0%,0%,20%,4%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.54) Sociology","First degree","Full-time",85%,0%,0%,12%,3%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.55) Social Policy","Postgraduate","Part-time",75%,5%,0%,10%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.57) Others in Social studies","First degree","Full-time",83%,0%,0%,12%,4%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.58) Social Work","First degree","Full-time",61%,25%,1%,6%,8%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.58) Social Work","Other undergraduate","Full-time",85%,0%,0%,0%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.58) Social Work","Postgraduate","Full-time",65%,25%,0%,5%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.59) Human and Social Geography","First degree","Full-time",65%,0%,0%,25%,10%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.60) Law","Other undergraduate","Full-time",5%,90%,0%,10%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.60) Law","Other undergraduate","Part-time",30%,25%,0%,40%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.60) Law","Postgraduate","Full-time",20%,70%,0%,10%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.60) Law","Postgraduate","Part-time",90%,0%,0%,5%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.61) Business studies","First degree","Full-time",68%,19%,0%,6%,7%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.61) Business studies","First degree","Part-time",7%,80%,5%,5%,4%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.61) Business studies","Other undergraduate","Full-time",70%,0%,0%,11%,19%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.61) Business studies","Postgraduate","Full-time",12%,66%,0%,11%,11%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.61) Business studies","Postgraduate","Part-time",38%,46%,0%,7%,10%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.62) Marketing","First degree","Full-time",74%,7%,0%,10%,9%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.62) Marketing","Postgraduate","Full-time",25%,40%,0%,10%,25%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.63) Management studies","First degree","Full-time",54%,31%,0%,9%,6%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.63) Management studies","First degree","Part-time",85%,0%,0%,10%,10%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.63) Management studies","Other undergraduate","Part-time",0%,0%,0%,15%,85%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.63) Management studies","Postgraduate","Full-time",8%,69%,1%,9%,13%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.63) Management studies","Postgraduate","Part-time",35%,33%,1%,11%,21%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.64) Human Resource Management","Postgraduate","Part-time",86%,1%,0%,3%,10%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.65) Finance","Postgraduate","Full-time",7%,72%,0%,7%,14%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.66) Accounting","First degree","Full-time",87%,3%,0%,6%,4%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.66) Accounting","Postgraduate","Full-time",15%,65%,0%,15%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.67) Tourism, Transport and Travel","First degree","Full-time",56%,25%,0%,14%,4%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.67) Tourism, Transport and Travel","Other undergraduate","Full-time",68%,1%,0%,24%,8%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.67) Tourism, Transport and Travel","Postgraduate","Full-time",40%,20%,0%,40%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.67) Tourism, Transport and Travel","Postgraduate","Part-time",66%,5%,0%,4%,25%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.69) Media studies","First degree","Full-time",77%,0%,2%,19%,2%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.69) Media studies","Other undergraduate","Full-time",72%,12%,0%,8%,9%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.71) Publicity studies","First degree","Full-time",80%,5%,0%,10%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.75) English studies","First degree","Full-time",84%,2%,1%,10%,3%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.75) English studies","Other undergraduate","Full-time",4%,78%,0%,13%,6%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.79) French studies","Other undergraduate","Part-time",33%,19%,0%,10%,39%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.80) German and Scandinavian studies","Other undergraduate","Part-time",30%,18%,0%,4%,48%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.81) Italian studies","Other undergraduate","Part-time",31%,22%,0%,6%,41%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.82) Iberian studies","Other undergraduate","Part-time",28%,15%,0%,10%,47%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.83) Others in European Languages and Area studies","First degree","Full-time",75%,0%,0%,15%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.83) Others in European Languages and Area studies","Other undergraduate","Part-time",27%,7%,0%,6%,60%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.87) Asian studies","Other undergraduate","Part-time",20%,11%,0%,5%,63%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.88) African and Modern Middle Eastern studies","Other undergraduate","Part-time",30%,13%,0%,2%,56%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.90) History","First degree","Full-time",76%,1%,0%,15%,7%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.95) Fine Art","First degree","Full-time",90%,0%,0%,7%,2%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.96) Design studies","First degree","Full-time",76%,0%,3%,13%,9%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.96) Design studies","Other undergraduate","Full-time",0%,0%,0%,10%,90%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.98) Drama","First degree","Full-time",0%,85%,0%,10%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.100) Cinematics and Photography","First degree","Full-time",58%,32%,0%,7%,3%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.100) Cinematics and Photography","Other undergraduate","Full-time",5%,5%,0%,15%,75%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.102) Others in Creative Arts and Design","First degree","Full-time",82%,0%,0%,7%,11%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.103) Teacher Training","Other undergraduate","Part-time",0%,0%,0%,15%,90%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.105) Academic studies in Education","First degree","Full-time",85%,4%,0%,7%,4%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.105) Academic studies in Education","First degree","Part-time",40%,50%,0%,5%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.105) Academic studies in Education","Other undergraduate","Part-time",39%,1%,0%,6%,54%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.105) Academic studies in Education","Postgraduate","Part-time",59%,11%,0%,13%,16%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.108) Initial Teacher Training","First degree","Full-time",87%,0%,0%,8%,4%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.108) Initial Teacher Training","Other undergraduate","Full-time",6%,91%,0%,4%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY","(L3.108) Initial Teacher Training","Other undergraduate","Part-time",0%,0%,0%,5%,95%,
10003863,"TRINITY AND ALL SAINTS COLLEGE","(L3.18) Sports Science","First degree","Full-time",79%,1%,0%,14%,6%,
10003863,"TRINITY AND ALL SAINTS COLLEGE","(L3.19) Psychology","First degree","Full-time",88%,0%,0%,9%,4%,
10003863,"TRINITY AND ALL SAINTS COLLEGE","(L3.61) Business studies","First degree","Full-time",80%,0%,0%,20%,0%,
10003863,"TRINITY AND ALL SAINTS COLLEGE","(L3.67) Tourism, Transport and Travel","First degree","Full-time",90%,0%,0%,10%,5%,
10003863,"TRINITY AND ALL SAINTS COLLEGE","(L3.69) Media studies","First degree","Full-time",79%,1%,0%,16%,4%,
10003863,"TRINITY AND ALL SAINTS COLLEGE","(L3.73) Journalism","First degree","Full-time",85%,0%,0%,13%,2%,
10003863,"TRINITY AND ALL SAINTS COLLEGE","(L3.73) Journalism","Postgraduate","Full-time",5%,95%,0%,0%,0%,
10003863,"TRINITY AND ALL SAINTS COLLEGE","(L3.75) English studies","First degree","Full-time",90%,0%,0%,10%,5%,
10003863,"TRINITY AND ALL SAINTS COLLEGE","(L3.105) Academic studies in Education","Other undergraduate","Full-time",90%,5%,0%,5%,5%,
10003863,"TRINITY AND ALL SAINTS COLLEGE","(L3.105) Academic studies in Education","Other undergraduate","Part-time",40%,56%,0%,0%,4%,
10003863,"TRINITY AND ALL SAINTS COLLEGE","(L3.105) Academic studies in Education","Postgraduate","Part-time",10%,20%,0%,40%,30%,
10003863,"TRINITY AND ALL SAINTS COLLEGE","(L3.108) Initial Teacher Training","First degree","Full-time",94%,0%,0%,2%,4%,
10003863,"TRINITY AND ALL SAINTS COLLEGE","(L3.108) Initial Teacher Training","Postgraduate","Full-time",6%,82%,0%,2%,10%,
10003864,"LEEK COLLEGE OF FURTHER EDUCATION AND SCHOOL OF ART","(L3.61) Business studies","Other undergraduate","Part-time",50%,5%,0%,45%,0%,
