"UKPRN","Institution Name","Subject","Full-time","Part-time","Postgraduate","First Degree","Other Undergraduate","Two years aggregate data?"
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.57) Others in Social studies",87%,13%,6%,93%,1%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.58) Social Work",61%,39%,26%,49%,24%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.59) Human and Social Geography",85%,15%,8%,92%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.60) Law",76%,24%,20%,73%,7%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.61) Business studies",88%,12%,12%,71%,17%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.62) Marketing",87%,13%,13%,78%,9%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.63) Management studies",43%,57%,52%,43%,5%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.64) Human Resource Management",2%,98%,98%,1%,1%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.65) Finance",86%,14%,94%,4%,2%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.66) Accounting",66%,34%,5%,66%,28%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.67) Tourism, Transport and Travel",93%,7%,9%,78%,14%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.68) Others in Business and Administrative studies",0%,100%,100%,0%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.69) Media studies",95%,5%,3%,68%,29%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.70) Information Services",58%,42%,98%,0%,2%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.71) Publicity studies",88%,12%,10%,84%,6%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.73) Journalism",100%,0%,0%,100%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.75) English studies",94%,6%,2%,66%,32%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.79) French studies",5%,95%,0%,7%,93%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.80) German and Scandinavian studies",5%,95%,0%,7%,93%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.81) Italian studies",0%,100%,0%,1%,99%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.82) Iberian studies",6%,94%,0%,8%,92%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.83) Others in European Languages and Area studies",19%,81%,0%,23%,77%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.87) Asian studies",0%,100%,0%,0%,100%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.88) African and Modern Middle Eastern studies",0%,100%,0%,0%,100%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.90) History",95%,5%,3%,97%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.95) Fine Art",93%,7%,7%,93%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.96) Design studies",95%,5%,6%,94%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.97) Music",100%,0%,0%,100%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.98) Drama",91%,9%,11%,89%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.100) Cinematics and Photography",97%,3%,4%,96%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.101) Imaginative Writing",50%,50%,100%,0%,0%,"Y"
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.102) Others in Creative Arts and Design",100%,0%,0%,100%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.103) Teacher Training",23%,78%,71%,29%,0%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.105) Academic studies in Education",69%,31%,18%,73%,9%,
10003861,"LEEDS METROPOLITAN UNIVERSITY"," (L3.108) Initial Teacher Training",99%,1%,6%,94%,0%,
10003863,"TRINITY AND ALL SAINTS COLLEGE"," (L3.07) Nutrition",100%,0%,0%,100%,0%,"Y"
10003863,"TRINITY AND ALL SAINTS COLLEGE"," (L3.18) Sports Science",100%,0%,0%,100%,0%,
10003863,"TRINITY AND ALL SAINTS COLLEGE"," (L3.19) Psychology",100%,0%,0%,100%,0%,
10003863,"TRINITY AND ALL SAINTS COLLEGE"," (L3.32) Mathematics and Statistics",100%,0%,0%,0%,100%,"Y"
10003863,"TRINITY AND ALL SAINTS COLLEGE"," (L3.58) Social Work",5%,95%,0%,0%,100%,
10003863,"TRINITY AND ALL SAINTS COLLEGE"," (L3.61) Business studies",87%,13%,29%,71%,0%,
10003863,"TRINITY AND ALL SAINTS COLLEGE"," (L3.62) Marketing",93%,7%,0%,100%,0%,
10003863,"TRINITY AND ALL SAINTS COLLEGE"," (L3.67) Tourism, Transport and Travel",100%,0%,0%,100%,0%,
10003863,"TRINITY AND ALL SAINTS COLLEGE"," (L3.69) Media studies",99%,1%,0%,100%,0%,
10003863,"TRINITY AND ALL SAINTS COLLEGE"," (L3.71) Publicity studies",15%,85%,100%,0%,0%,
10003863,"TRINITY AND ALL SAINTS COLLEGE"," (L3.73) Journalism",93%,7%,17%,83%,0%,
10003863,"TRINITY AND ALL SAINTS COLLEGE"," (L3.75) English studies",84%,16%,15%,85%,0%,
10003863,"TRINITY AND ALL SAINTS COLLEGE"," (L3.90) History",74%,26%,28%,72%,0%,
10003863,"TRINITY AND ALL SAINTS COLLEGE"," (L3.94) Theology and Religious studies",46%,54%,0%,46%,54%,
10003863,"TRINITY AND ALL SAINTS COLLEGE"," (L3.101) Imaginative Writing",95%,5%,0%,100%,0%,"Y"
10003863,"TRINITY AND ALL SAINTS COLLEGE"," (L3.105) Academic studies in Education",25%,75%,6%,19%,75%,
10003863,"TRINITY AND ALL SAINTS COLLEGE"," (L3.106) Others in Education",91%,9%,0%,4%,96%,
10003863,"TRINITY AND ALL SAINTS COLLEGE"," (L3.107) Combined",41%,59%,59%,35%,7%,
10003863,"TRINITY AND ALL SAINTS COLLEGE"," (L3.108) Initial Teacher Training",100%,0%,22%,78%,0%,
10003864,"LEEK COLLEGE OF FURTHER EDUCATION AND SCHOOL OF ART"," (L3.35) Computer Science",20%,80%,0%,0%,100%,
10003864,"LEEK COLLEGE OF FURTHER EDUCATION AND SCHOOL OF ART"," (L3.37) Mechanical, Production and Manufacturing Engineering",0%,100%,0%,0%,100%,
10003864,"LEEK COLLEGE OF FURTHER EDUCATION AND SCHOOL OF ART"," (L3.58) Social Work",0%,100%,0%,0%,100%,
10003864,"LEEK COLLEGE OF FURTHER EDUCATION AND SCHOOL OF ART"," (L3.61) Business studies",0%,100%,0%,0%,100%,
10003864,"LEEK COLLEGE OF FURTHER EDUCATION AND SCHOOL OF ART"," (L3.95) Fine Art",0%,100%,0%,0%,100%,"Y"
10003864,"LEEK COLLEGE OF FURTHER EDUCATION AND SCHOOL OF ART"," (L3.103) Teacher Training",0%,100%,0%,0%,100%,
10003864,"LEEK COLLEGE OF FURTHER EDUCATION AND SCHOOL OF ART"," (L3.105) Academic studies in Education",0%,100%,0%,0%,100%,
10003867,"LEICESTER COLLEGE"," (L3.18) Sports Science",100%,0%,0%,0%,100%,
10003867,"LEICESTER COLLEGE"," (L3.35) Computer Science",55%,45%,0%,15%,85%,
10003867,"LEICESTER COLLEGE"," (L3.37) Mechanical, Production and Manufacturing Engineering",0%,100%,0%,0%,100%,
10003867,"LEICESTER COLLEGE"," (L3.40) Electronic and Electrical Engineering",0%,100%,0%,0%,100%,
10003867,"LEICESTER COLLEGE"," (L3.44) Materials and Minerals Technology",90%,10%,0%,35%,65%,"Y"
10003867,"LEICESTER COLLEGE"," (L3.48) Building",0%,100%,0%,0%,100%,
10003867,"LEICESTER COLLEGE"," (L3.58) Social Work",26%,74%,0%,2%,98%,
10003867,"LEICESTER COLLEGE"," (L3.61) Business studies",100%,0%,0%,25%,75%,
10003867,"LEICESTER COLLEGE"," (L3.67) Tourism, Transport and Travel",100%,0%,0%,0%,100%,"Y"
10003867,"LEICESTER COLLEGE"," (L3.68) Others in Business and Administrative studies",0%,100%,0%,0%,100%,
10003867,"LEICESTER COLLEGE"," (L3.96) Design studies",0%,100%,0%,0%,100%,
10003867,"LEICESTER COLLEGE"," (L3.98) Drama",100%,0%,0%,0%,100%,
10003867,"LEICESTER COLLEGE"," (L3.100) Cinematics and Photography",30%,70%,0%,30%,70%,"Y"
10003867,"LEICESTER COLLEGE"," (L3.102) Others in Creative Arts and Design",100%,0%,0%,0%,100%,"Y"
10003867,"LEICESTER COLLEGE"," (L3.103) Teacher Training",0%,100%,0%,0%,100%,"Y"
10003867,"LEICESTER COLLEGE"," (L3.108) Initial Teacher Training",0%,100%,0%,0%,100%,
10003894,"LEWISHAM COLLEGE"," (L3.35) Computer Science",80%,20%,0%,0%,100%,
10003894,"LEWISHAM COLLEGE"," (L3.48) Building",0%,100%,0%,0%,100%,
10003894,"LEWISHAM COLLEGE"," (L3.108) Initial Teacher Training",40%,60%,0%,0%,100%,
10003928,"LINCOLN COLLEGE"," (L3.18) Sports Science",100%,0%,0%,5%,95%,
10003928,"LINCOLN COLLEGE"," (L3.35) Computer Science",40%,60%,0%,0%,100%,
10003928,"LINCOLN COLLEGE"," (L3.37) Mechanical, Production and Manufacturing Engineering",0%,100%,0%,0%,100%,
10003928,"LINCOLN COLLEGE"," (L3.40) Electronic and Electrical Engineering",25%,75%,0%,0%,100%,
10003928,"LINCOLN COLLEGE"," (L3.41) Civil Engineering",0%,100%,0%,0%,100%,
10003928,"LINCOLN COLLEGE"," (L3.48) Building",0%,100%,0%,0%,100%,
10003928,"LINCOLN COLLEGE"," (L3.68) Others in Business and Administrative studies",0%,100%,0%,0%,100%,
10003945,"LIPA"," (L3.40) Electronic and Electrical Engineering",100%,0%,0%,100%,0%,
10003945,"LIPA"," (L3.46) Others in Technology",100%,0%,0%,100%,0%,
10003945,"LIPA"," (L3.97) Music",75%,25%,0%,75%,25%,
10003945,"LIPA"," (L3.98) Drama",65%,35%,19%,62%,19%,
10003955,"LIVERPOOL COMMUNITY COLLEGE"," (L3.10) Medical Technology",0%,100%,0%,0%,100%,
10003955,"LIVERPOOL COMMUNITY COLLEGE"," (L3.35) Computer Science",100%,0%,0%,0%,100%,
10003955,"LIVERPOOL COMMUNITY COLLEGE"," (L3.36) General Engineering",0%,100%,0%,0%,100%,"Y"
10003955,"LIVERPOOL COMMUNITY COLLEGE"," (L3.44) Materials and Minerals Technology",100%,0%,0%,0%,100%,
10003955,"LIVERPOOL COMMUNITY COLLEGE"," (L3.48) Building",32%,68%,0%,0%,100%,
10003955,"LIVERPOOL COMMUNITY COLLEGE"," (L3.58) Social Work",53%,47%,0%,86%,14%,
10003955,"LIVERPOOL COMMUNITY COLLEGE"," (L3.67) Tourism, Transport and Travel",100%,0%,0%,0%,100%,
10003955,"LIVERPOOL COMMUNITY COLLEGE"," (L3.95) Fine Art",85%,15%,0%,0%,100%,
10003955,"LIVERPOOL COMMUNITY COLLEGE"," (L3.96) Design studies",100%,0%,0%,0%,100%,"Y"
10003955,"LIVERPOOL COMMUNITY COLLEGE"," (L3.97) Music",100%,0%,0%,0%,100%,"Y"
10003955,"LIVERPOOL COMMUNITY COLLEGE"," (L3.98) Drama",100%,0%,0%,0%,100%,
10003955,"LIVERPOOL COMMUNITY COLLEGE"," (L3.100) Cinematics and Photography",5%,95%,0%,0%,100%,"Y"
10003955,"LIVERPOOL COMMUNITY COLLEGE"," (L3.106) Others in Education",0%,100%,0%,0%,100%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.07) Nutrition",90%,10%,25%,75%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.11) Others in Subjects allied to Medicine",59%,41%,17%,83%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.12) Biology",95%,5%,0%,100%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.18) Sports Science",94%,6%,0%,100%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.19) Psychology",88%,12%,1%,95%,4%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.31) Physical Geography and Environmental Science",71%,29%,35%,65%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.32) Mathematics and Statistics",0%,100%,0%,0%,100%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.35) Computer Science",75%,25%,33%,67%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.53) Politics",90%,10%,0%,100%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.54) Sociology",70%,30%,4%,90%,7%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.57) Others in Social studies",95%,5%,0%,100%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.58) Social Work",95%,5%,0%,100%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.60) Law",100%,0%,0%,100%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.61) Business studies",72%,28%,32%,68%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.62) Marketing",96%,4%,0%,100%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.63) Management studies",0%,100%,29%,0%,71%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.67) Tourism, Transport and Travel",90%,10%,0%,100%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.69) Media studies",94%,6%,0%,100%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.75) English studies",85%,15%,3%,97%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.90) History",91%,9%,2%,98%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.92) Others in Historical and Philosophical studies",40%,60%,100%,0%,0%,"Y"
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.93) Philosophy",95%,5%,10%,90%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.94) Theology and Religious studies",22%,78%,12%,26%,63%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.96) Design studies",91%,9%,0%,100%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.97) Music",88%,12%,9%,91%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.98) Drama",94%,6%,4%,96%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.99) Dance",95%,5%,0%,100%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.102) Others in Creative Arts and Design",82%,18%,18%,82%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.103) Teacher Training",5%,95%,64%,0%,36%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.104) Research and Study Skills in Education",42%,58%,58%,0%,42%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.105) Academic studies in Education",84%,16%,0%,100%,0%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.106) Others in Education",43%,57%,38%,31%,31%,
10003956,"LIVERPOOL HOPE UNIVERSITY"," (L3.108) Initial Teacher Training",85%,15%,50%,49%,1%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.04) Pharmacology, Toxicology and Pharmacy",87%,13%,9%,89%,1%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.05) Nursing",43%,57%,11%,23%,66%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.07) Nutrition",86%,14%,10%,90%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.10) Medical Technology",100%,0%,0%,0%,100%,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.11) Others in Subjects allied to Medicine",31%,69%,48%,35%,18%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.12) Biology",81%,19%,8%,92%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.13) Zoology",89%,11%,0%,100%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.15) Microbiology",22%,78%,71%,24%,5%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.16) Molecular Biology, Biophysics and Biochemistry",85%,15%,7%,90%,3%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.17) Others in Biological Sciences",96%,4%,0%,0%,100%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.18) Sports Science",92%,8%,14%,86%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.19) Psychology",77%,23%,19%,81%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.23) Food and Beverage studies",77%,23%,0%,87%,13%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.25) Chemistry",68%,32%,0%,100%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.26) Physics and Astronomy",8%,92%,9%,0%,91%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.27) Forensic and Archaeological Science",87%,13%,0%,100%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.28) Geology",90%,10%,0%,100%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.29) Ocean Sciences",50%,50%,0%,0%,100%,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.31) Physical Geography and Environmental Science",96%,4%,0%,100%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.32) Mathematics and Statistics",65%,35%,0%,70%,30%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.35) Computer Science",82%,18%,20%,72%,8%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.36) General Engineering",95%,5%,10%,24%,66%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.37) Mechanical, Production and Manufacturing Engineering",80%,20%,21%,59%,20%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.40) Electronic and Electrical Engineering",65%,35%,38%,58%,3%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.41) Civil Engineering",49%,51%,14%,51%,36%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.45) Maritime Technology",80%,20%,35%,65%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.46) Others in Technology",88%,12%,48%,52%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.47) Architecture",94%,6%,29%,71%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.48) Building",60%,40%,16%,68%,16%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.50) Planning (Urban, Rural and Regional)",43%,57%,79%,21%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.52) Economics",92%,8%,0%,100%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.53) Politics",92%,8%,9%,91%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.54) Sociology",91%,9%,0%,100%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.56) Anthropology",91%,9%,4%,96%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.57) Others in Social studies",70%,30%,30%,0%,70%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.58) Social Work",63%,37%,20%,50%,30%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.59) Human and Social Geography",96%,4%,0%,100%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.60) Law",77%,23%,15%,85%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.61) Business studies",67%,33%,35%,61%,5%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.62) Marketing",87%,13%,29%,71%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.63) Management studies",88%,12%,13%,63%,25%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.64) Human Resource Management",37%,63%,62%,38%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.65) Finance",89%,11%,39%,61%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.66) Accounting",70%,30%,8%,69%,23%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.67) Tourism, Transport and Travel",74%,26%,17%,70%,12%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.69) Media studies",93%,7%,2%,95%,2%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.70) Information Services",95%,5%,0%,100%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.71) Publicity studies",34%,66%,25%,75%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.72) Publishing",60%,40%,30%,70%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.73) Journalism",97%,3%,5%,95%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.75) English studies",92%,8%,2%,98%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.76) American and Australasian studies",98%,2%,0%,100%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.79) French studies",56%,44%,0%,57%,43%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.80) German and Scandinavian studies",30%,70%,0%,30%,70%,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.82) Iberian studies",96%,4%,0%,100%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.83) Others in European Languages and Area studies",55%,45%,65%,5%,30%,"Y"
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.87) Asian studies",98%,2%,0%,100%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.90) History",93%,7%,1%,99%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.95) Fine Art",90%,10%,14%,86%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.96) Design studies",96%,4%,1%,99%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.97) Music",100%,0%,0%,100%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.98) Drama",76%,24%,1%,77%,21%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.99) Dance",0%,100%,0%,0%,100%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.100) Cinematics and Photography",85%,15%,16%,84%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.101) Imaginative Writing",99%,1%,0%,100%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.103) Teacher Training",8%,92%,80%,2%,18%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.104) Research and Study Skills in Education",96%,4%,1%,99%,0%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.105) Academic studies in Education",51%,49%,41%,58%,2%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.106) Others in Education",82%,18%,13%,80%,7%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.107) Combined",11%,89%,7%,1%,92%,
10003957,"LIVERPOOL JOHN MOORES UNIVERSITY"," (L3.108) Initial Teacher Training",98%,2%,33%,67%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.04) Pharmacology, Toxicology and Pharmacy",80%,20%,35%,64%,1%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.05) Nursing",13%,87%,30%,2%,68%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.06) Complementary Medicine",92%,8%,0%,100%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.07) Nutrition",80%,20%,18%,82%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.11) Others in Subjects allied to Medicine",77%,23%,13%,87%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.12) Biology",82%,18%,6%,94%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.14) Genetics",45%,55%,100%,0%,0%,"Y"
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.15) Microbiology",70%,30%,0%,100%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.16) Molecular Biology, Biophysics and Biochemistry",89%,11%,12%,88%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.18) Sports Science",80%,20%,9%,84%,7%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.19) Psychology",60%,40%,54%,41%,5%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.23) Food and Beverage studies",67%,33%,60%,40%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.25) Chemistry",77%,23%,1%,90%,9%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.27) Forensic and Archaeological Science",80%,20%,0%,100%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.32) Mathematics and Statistics",77%,23%,2%,97%,2%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.35) Computer Science",72%,28%,27%,62%,11%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.38) Aerospace Engineering",23%,77%,0%,16%,84%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.40) Electronic and Electrical Engineering",81%,19%,23%,76%,1%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.44) Materials and Minerals Technology",62%,38%,19%,50%,31%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.46) Others in Technology",78%,22%,10%,79%,11%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.47) Architecture",73%,27%,43%,54%,4%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.50) Planning (Urban, Rural and Regional)",25%,75%,100%,0%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.52) Economics",76%,24%,22%,78%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.53) Politics",73%,27%,23%,77%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.54) Sociology",69%,31%,21%,72%,7%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.55) Social Policy",41%,59%,54%,46%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.58) Social Work",65%,35%,31%,53%,16%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.59) Human and Social Geography",80%,20%,5%,95%,0%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.60) Law",63%,37%,28%,70%,1%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.61) Business studies",58%,42%,25%,54%,21%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.62) Marketing",40%,60%,20%,39%,42%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.63) Management studies",77%,23%,20%,65%,15%,
10004048,"LONDON METROPOLITAN UNIVERSITY"," (L3.64) Human Resource Management",20%,80%,45%,16%,39%,
