"UKPRN","Institution","Subject","Destination","Postgraduate","Two years aggregate data (Postgraduate/Full-time)?","First degree","Two years aggregate data (First degree/Full-time)?","Other undergraduate","Two years aggregate data (Other undergraduate/Full-time)?","Postgraduate","Two years aggregate data (Postgraduate/Part-time)?","First degree","Two years aggregate data (First degree/Part-time)?","Other undergraduate","Two years aggregate data (Other undergraduate/Part-time)?"
10001883,"DE MONTFORT UNIVERSITY","(L3.99) Dance","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10001883,"DE MONTFORT UNIVERSITY","(L3.100) Cinematics and Photography","Working Only",0%,,63%,,0%,,70%,"Y",0%,,0%,
10001883,"DE MONTFORT UNIVERSITY","(L3.100) Cinematics and Photography","Studying Only",0%,,3%,,0%,,0%,,0%,,0%,
10001883,"DE MONTFORT UNIVERSITY","(L3.100) Cinematics and Photography","Working & Studying",0%,,5%,,0%,,10%,"Y",0%,,0%,
10001883,"DE MONTFORT UNIVERSITY","(L3.100) Cinematics and Photography","Assumed to be unemployed",0%,,22%,,0%,,0%,,0%,,0%,
10001883,"DE MONTFORT UNIVERSITY","(L3.100) Cinematics and Photography","Not available for work or study",0%,,6%,,0%,,15%,"Y",0%,,0%,
10001883,"DE MONTFORT UNIVERSITY","(L3.102) Others in Creative Arts and Design","Working Only",0%,,80%,,0%,,0%,,0%,,0%,
10001883,"DE MONTFORT UNIVERSITY","(L3.102) Others in Creative Arts and Design","Studying Only",0%,,5%,,0%,,0%,,0%,,0%,
10001883,"DE MONTFORT UNIVERSITY","(L3.102) Others in Creative Arts and Design","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10001883,"DE MONTFORT UNIVERSITY","(L3.102) Others in Creative Arts and Design","Assumed to be unemployed",0%,,15%,,0%,,0%,,0%,,0%,
10001883,"DE MONTFORT UNIVERSITY","(L3.102) Others in Creative Arts and Design","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10001883,"DE MONTFORT UNIVERSITY","(L3.103) Teacher Training","Working Only",0%,,0%,,0%,,95%,"Y",0%,,0%,
10001883,"DE MONTFORT UNIVERSITY","(L3.103) Teacher Training","Working & Studying",0%,,0%,,0%,,5%,"Y",0%,,0%,
10001883,"DE MONTFORT UNIVERSITY","(L3.106) Others in Education","Working Only",0%,,55%,"Y",0%,,0%,,0%,,0%,
10001883,"DE MONTFORT UNIVERSITY","(L3.106) Others in Education","Studying Only",0%,,30%,"Y",0%,,0%,,0%,,0%,
10001883,"DE MONTFORT UNIVERSITY","(L3.106) Others in Education","Working & Studying",0%,,10%,"Y",0%,,0%,,0%,,0%,
10001883,"DE MONTFORT UNIVERSITY","(L3.106) Others in Education","Assumed to be unemployed",0%,,5%,"Y",0%,,0%,,0%,,0%,
10001883,"DE MONTFORT UNIVERSITY","(L3.106) Others in Education","Not available for work or study",0%,,0%,"Y",0%,,0%,,0%,,0%,
10001919,"DERBY COLLEGE","(L3.36) General Engineering","Working Only",0%,,0%,,0%,,0%,,0%,,30%,
10001919,"DERBY COLLEGE","(L3.36) General Engineering","Working & Studying",0%,,0%,,0%,,0%,,0%,,60%,
10001919,"DERBY COLLEGE","(L3.36) General Engineering","Not available for work or study",0%,,0%,,0%,,0%,,0%,,10%,
10001919,"DERBY COLLEGE","(L3.37) Mechanical, Production and Manufacturing Engineering","Working Only",0%,,0%,,0%,,0%,,0%,,35%,
10001919,"DERBY COLLEGE","(L3.37) Mechanical, Production and Manufacturing Engineering","Studying Only",0%,,0%,,0%,,0%,,0%,,5%,
10001919,"DERBY COLLEGE","(L3.37) Mechanical, Production and Manufacturing Engineering","Working & Studying",0%,,0%,,0%,,0%,,0%,,60%,
10001934,"DERWENTSIDE COLLEGE","(L3.108) Initial Teacher Training","Working Only",0%,,0%,,0%,,0%,,0%,,75%,"Y"
10001934,"DERWENTSIDE COLLEGE","(L3.108) Initial Teacher Training","Working & Studying",0%,,0%,,0%,,0%,,0%,,20%,"Y"
10001934,"DERWENTSIDE COLLEGE","(L3.108) Initial Teacher Training","Assumed to be unemployed",0%,,0%,,0%,,0%,,0%,,5%,"Y"
10002005,"DONCASTER COLLEGE","(L3.11) Others in Subjects allied to Medicine","Working Only",0%,,0%,,0%,,0%,,0%,,65%,
10002005,"DONCASTER COLLEGE","(L3.11) Others in Subjects allied to Medicine","Studying Only",0%,,0%,,0%,,0%,,0%,,0%,
10002005,"DONCASTER COLLEGE","(L3.11) Others in Subjects allied to Medicine","Working & Studying",0%,,0%,,0%,,0%,,0%,,35%,
10002005,"DONCASTER COLLEGE","(L3.95) Fine Art","Working Only",0%,,40%,,0%,,0%,,0%,,0%,
10002005,"DONCASTER COLLEGE","(L3.95) Fine Art","Studying Only",0%,,10%,,0%,,0%,,0%,,0%,
10002005,"DONCASTER COLLEGE","(L3.95) Fine Art","Working & Studying",0%,,10%,,0%,,0%,,0%,,0%,
10002005,"DONCASTER COLLEGE","(L3.95) Fine Art","Assumed to be unemployed",0%,,30%,,0%,,0%,,0%,,0%,
10002005,"DONCASTER COLLEGE","(L3.95) Fine Art","Not available for work or study",0%,,10%,,0%,,0%,,0%,,0%,
10002107,"EAST BERKSHIRE COLLEGE","(L3.105) Academic studies in Education","Working Only",0%,,0%,,20%,"Y",0%,,0%,,0%,
10002107,"EAST BERKSHIRE COLLEGE","(L3.105) Academic studies in Education","Studying Only",0%,,0%,,15%,"Y",0%,,0%,,0%,
10002107,"EAST BERKSHIRE COLLEGE","(L3.105) Academic studies in Education","Working & Studying",0%,,0%,,55%,"Y",0%,,0%,,0%,
10002107,"EAST BERKSHIRE COLLEGE","(L3.105) Academic studies in Education","Assumed to be unemployed",0%,,0%,,0%,"Y",0%,,0%,,0%,
10002107,"EAST BERKSHIRE COLLEGE","(L3.105) Academic studies in Education","Not available for work or study",0%,,0%,,5%,"Y",0%,,0%,,0%,
10002111,"EAST DURHAM COLLEGE","(L3.108) Initial Teacher Training","Working Only",0%,,0%,,0%,,0%,,0%,,60%,"Y"
10002111,"EAST DURHAM COLLEGE","(L3.108) Initial Teacher Training","Studying Only",0%,,0%,,0%,,0%,,0%,,10%,"Y"
10002111,"EAST DURHAM COLLEGE","(L3.108) Initial Teacher Training","Working & Studying",0%,,0%,,0%,,0%,,0%,,25%,"Y"
10002111,"EAST DURHAM COLLEGE","(L3.108) Initial Teacher Training","Assumed to be unemployed",0%,,0%,,0%,,0%,,0%,,5%,"Y"
10002111,"EAST DURHAM COLLEGE","(L3.108) Initial Teacher Training","Not available for work or study",0%,,0%,,0%,,0%,,0%,,5%,"Y"
10002638,"GATESHEAD COLLEGE","(L3.61) Business studies","Working Only",0%,,0%,,0%,,0%,,0%,,25%,
10002638,"GATESHEAD COLLEGE","(L3.61) Business studies","Studying Only",0%,,0%,,0%,,0%,,0%,,5%,
10002638,"GATESHEAD COLLEGE","(L3.61) Business studies","Working & Studying",0%,,0%,,0%,,0%,,0%,,65%,
10002638,"GATESHEAD COLLEGE","(L3.61) Business studies","Assumed to be unemployed",0%,,0%,,0%,,0%,,0%,,5%,
10002638,"GATESHEAD COLLEGE","(L3.105) Academic studies in Education","Working Only",0%,,0%,,0%,,0%,,0%,,35%,"Y"
10002638,"GATESHEAD COLLEGE","(L3.105) Academic studies in Education","Studying Only",0%,,0%,,0%,,0%,,0%,,15%,"Y"
10002638,"GATESHEAD COLLEGE","(L3.105) Academic studies in Education","Working & Studying",0%,,0%,,0%,,0%,,0%,,45%,"Y"
10002638,"GATESHEAD COLLEGE","(L3.105) Academic studies in Education","Assumed to be unemployed",0%,,0%,,0%,,0%,,0%,,5%,"Y"
10002681,"GLASGOW SCHOOL OF ART","(L3.47) Architecture","Working Only",0%,,10%,,65%,,0%,,0%,,0%,
10002681,"GLASGOW SCHOOL OF ART","(L3.47) Architecture","Studying Only",0%,,90%,,25%,,0%,,0%,,0%,
10002681,"GLASGOW SCHOOL OF ART","(L3.47) Architecture","Working & Studying",0%,,0%,,0%,,0%,,0%,,0%,
10002681,"GLASGOW SCHOOL OF ART","(L3.47) Architecture","Assumed to be unemployed",0%,,0%,,0%,,0%,,0%,,0%,
10002681,"GLASGOW SCHOOL OF ART","(L3.47) Architecture","Not available for work or study",0%,,0%,,10%,,0%,,0%,,0%,
10002681,"GLASGOW SCHOOL OF ART","(L3.95) Fine Art","Working Only",0%,,78%,,0%,,0%,,0%,,0%,
10002681,"GLASGOW SCHOOL OF ART","(L3.95) Fine Art","Studying Only",0%,,8%,,0%,,0%,,0%,,0%,
10002681,"GLASGOW SCHOOL OF ART","(L3.95) Fine Art","Working & Studying",0%,,3%,,0%,,0%,,0%,,0%,
10002681,"GLASGOW SCHOOL OF ART","(L3.95) Fine Art","Assumed to be unemployed",0%,,5%,,0%,,0%,,0%,,0%,
10002681,"GLASGOW SCHOOL OF ART","(L3.95) Fine Art","Not available for work or study",0%,,6%,,0%,,0%,,0%,,0%,
10002681,"GLASGOW SCHOOL OF ART","(L3.96) Design studies","Working Only",0%,,73%,,0%,,0%,,0%,,0%,
10002681,"GLASGOW SCHOOL OF ART","(L3.96) Design studies","Studying Only",0%,,10%,,0%,,0%,,0%,,0%,
10002681,"GLASGOW SCHOOL OF ART","(L3.96) Design studies","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10002681,"GLASGOW SCHOOL OF ART","(L3.96) Design studies","Assumed to be unemployed",0%,,3%,,0%,,0%,,0%,,0%,
10002681,"GLASGOW SCHOOL OF ART","(L3.96) Design studies","Not available for work or study",0%,,8%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.11) Others in Subjects allied to Medicine","Working Only",75%,"Y",0%,,0%,,100%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.11) Others in Subjects allied to Medicine","Working & Studying",10%,"Y",0%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.11) Others in Subjects allied to Medicine","Assumed to be unemployed",5%,"Y",0%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.11) Others in Subjects allied to Medicine","Not available for work or study",15%,"Y",0%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.19) Psychology","Working Only",80%,,51%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.19) Psychology","Studying Only",5%,,26%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.19) Psychology","Working & Studying",0%,,9%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.19) Psychology","Assumed to be unemployed",5%,,7%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.19) Psychology","Not available for work or study",10%,,8%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.35) Computer Science","Working Only",0%,,55%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.35) Computer Science","Studying Only",0%,,5%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.35) Computer Science","Working & Studying",0%,,10%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.35) Computer Science","Assumed to be unemployed",0%,,30%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.53) Politics","Working Only",0%,,40%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.53) Politics","Studying Only",0%,,30%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.53) Politics","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.53) Politics","Assumed to be unemployed",0%,,10%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.53) Politics","Not available for work or study",0%,,15%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.54) Sociology","Working Only",40%,"Y",50%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.54) Sociology","Studying Only",25%,"Y",15%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.54) Sociology","Working & Studying",20%,"Y",15%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.54) Sociology","Assumed to be unemployed",5%,"Y",15%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.54) Sociology","Not available for work or study",5%,"Y",5%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.56) Anthropology","Working Only",85%,"Y",50%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.56) Anthropology","Studying Only",5%,"Y",20%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.56) Anthropology","Working & Studying",0%,"Y",5%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.56) Anthropology","Assumed to be unemployed",5%,"Y",15%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.56) Anthropology","Not available for work or study",5%,"Y",5%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.58) Social Work","Working Only",95%,"Y",55%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.58) Social Work","Studying Only",0%,,10%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.58) Social Work","Working & Studying",5%,"Y",10%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.58) Social Work","Assumed to be unemployed",0%,,15%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.58) Social Work","Not available for work or study",0%,"Y",10%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.69) Media studies","Working Only",80%,,66%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.69) Media studies","Studying Only",2%,,13%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.69) Media studies","Working & Studying",2%,,7%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.69) Media studies","Assumed to be unemployed",8%,,10%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.69) Media studies","Not available for work or study",7%,,3%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.75) English studies","Working Only",0%,,65%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.75) English studies","Studying Only",0%,,13%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.75) English studies","Working & Studying",0%,,11%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.75) English studies","Assumed to be unemployed",0%,,7%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.75) English studies","Not available for work or study",0%,,4%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.90) History","Working Only",70%,"Y",60%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.90) History","Studying Only",10%,"Y",13%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.90) History","Working & Studying",15%,"Y",10%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.90) History","Assumed to be unemployed",5%,"Y",9%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.90) History","Not available for work or study",5%,"Y",8%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.95) Fine Art","Working Only",90%,"Y",74%,,0%,,75%,"Y",0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.95) Fine Art","Studying Only",0%,,6%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.95) Fine Art","Working & Studying",0%,,2%,,0%,,10%,"Y",0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.95) Fine Art","Assumed to be unemployed",5%,"Y",10%,,0%,,5%,"Y",0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.95) Fine Art","Not available for work or study",5%,"Y",7%,,0%,,15%,"Y",0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.96) Design studies","Working Only",0%,,55%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.96) Design studies","Studying Only",0%,,10%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.96) Design studies","Working & Studying",0%,,0%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.96) Design studies","Assumed to be unemployed",0%,,15%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.96) Design studies","Not available for work or study",0%,,15%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.97) Music","Working Only",0%,,75%,,0%,,65%,"Y",0%,,45%,"Y"
10002718,"GOLDSMITHS COLLEGE","(L3.97) Music","Studying Only",0%,,10%,,0%,,10%,"Y",0%,,25%,"Y"
10002718,"GOLDSMITHS COLLEGE","(L3.97) Music","Working & Studying",0%,,15%,,0%,,15%,"Y",0%,,15%,"Y"
10002718,"GOLDSMITHS COLLEGE","(L3.97) Music","Assumed to be unemployed",0%,,0%,,0%,,10%,"Y",0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.97) Music","Not available for work or study",0%,,0%,,0%,,0%,,0%,,15%,"Y"
10002718,"GOLDSMITHS COLLEGE","(L3.98) Drama","Working Only",70%,,55%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.98) Drama","Studying Only",5%,,15%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.98) Drama","Working & Studying",5%,,5%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.98) Drama","Assumed to be unemployed",5%,,15%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.98) Drama","Not available for work or study",10%,,10%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.101) Imaginative Writing","Working Only",65%,"Y",0%,,0%,,70%,"Y",0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.101) Imaginative Writing","Studying Only",5%,"Y",0%,,0%,,10%,"Y",0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.101) Imaginative Writing","Working & Studying",5%,"Y",0%,,0%,,10%,"Y",0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.101) Imaginative Writing","Assumed to be unemployed",5%,"Y",0%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.101) Imaginative Writing","Not available for work or study",15%,"Y",0%,,0%,,10%,"Y",0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.105) Academic studies in Education","Working Only",0%,,30%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.105) Academic studies in Education","Studying Only",0%,,50%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.105) Academic studies in Education","Assumed to be unemployed",0%,,15%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.105) Academic studies in Education","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.108) Initial Teacher Training","Working Only",94%,,95%,"Y",91%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.108) Initial Teacher Training","Studying Only",1%,,0%,,1%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.108) Initial Teacher Training","Working & Studying",2%,,5%,"Y",1%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.108) Initial Teacher Training","Assumed to be unemployed",1%,,0%,,6%,,0%,,0%,,0%,
10002718,"GOLDSMITHS COLLEGE","(L3.108) Initial Teacher Training","Not available for work or study",3%,,0%,,2%,,0%,,0%,,0%,
10002815,"GUILDFORD COLLEGE OF FURTHER AND HIGHER EDUCATION","(L3.11) Others in Subjects allied to Medicine","Working Only",0%,,70%,,0%,,0%,,0%,,0%,
10002815,"GUILDFORD COLLEGE OF FURTHER AND HIGHER EDUCATION","(L3.11) Others in Subjects allied to Medicine","Working & Studying",0%,,20%,,0%,,0%,,0%,,0%,
10002815,"GUILDFORD COLLEGE OF FURTHER AND HIGHER EDUCATION","(L3.11) Others in Subjects allied to Medicine","Assumed to be unemployed",0%,,10%,,0%,,0%,,0%,,0%,
10002815,"GUILDFORD COLLEGE OF FURTHER AND HIGHER EDUCATION","(L3.58) Social Work","Working Only",0%,,0%,,55%,"Y",0%,,0%,,0%,
10002815,"GUILDFORD COLLEGE OF FURTHER AND HIGHER EDUCATION","(L3.58) Social Work","Studying Only",0%,,0%,,10%,"Y",0%,,0%,,0%,
10002815,"GUILDFORD COLLEGE OF FURTHER AND HIGHER EDUCATION","(L3.58) Social Work","Working & Studying",0%,,0%,,25%,"Y",0%,,0%,,0%,
10002815,"GUILDFORD COLLEGE OF FURTHER AND HIGHER EDUCATION","(L3.58) Social Work","Assumed to be unemployed",0%,,0%,,5%,"Y",0%,,0%,,0%,
10002815,"GUILDFORD COLLEGE OF FURTHER AND HIGHER EDUCATION","(L3.58) Social Work","Not available for work or study",0%,,0%,,5%,"Y",0%,,0%,,0%,
10002815,"GUILDFORD COLLEGE OF FURTHER AND HIGHER EDUCATION","(L3.61) Business studies","Working Only",0%,,70%,,0%,,0%,,0%,,0%,
10002815,"GUILDFORD COLLEGE OF FURTHER AND HIGHER EDUCATION","(L3.61) Business studies","Studying Only",0%,,5%,,0%,,0%,,0%,,0%,
10002815,"GUILDFORD COLLEGE OF FURTHER AND HIGHER EDUCATION","(L3.61) Business studies","Working & Studying",0%,,15%,,0%,,0%,,0%,,0%,
10002815,"GUILDFORD COLLEGE OF FURTHER AND HIGHER EDUCATION","(L3.61) Business studies","Assumed to be unemployed",0%,,5%,,0%,,0%,,0%,,0%,
10002815,"GUILDFORD COLLEGE OF FURTHER AND HIGHER EDUCATION","(L3.61) Business studies","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10002843,"HADLOW COLLEGE","(L3.21) Animal Science","Working Only",0%,,80%,"Y",40%,,0%,,0%,,0%,
10002843,"HADLOW COLLEGE","(L3.21) Animal Science","Studying Only",0%,,0%,,45%,,0%,,0%,,0%,
10002843,"HADLOW COLLEGE","(L3.21) Animal Science","Working & Studying",0%,,5%,"Y",15%,,0%,,0%,,0%,
10002843,"HADLOW COLLEGE","(L3.21) Animal Science","Assumed to be unemployed",0%,,10%,"Y",0%,,0%,,0%,,0%,
10002843,"HADLOW COLLEGE","(L3.21) Animal Science","Not available for work or study",0%,,10%,"Y",0%,,0%,,0%,,0%,
10002843,"HADLOW COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Working Only",0%,,70%,"Y",40%,,0%,,0%,,0%,
10002843,"HADLOW COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Studying Only",0%,,0%,,30%,,0%,,0%,,0%,
10002843,"HADLOW COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Working & Studying",0%,,15%,"Y",15%,,0%,,0%,,0%,
10002843,"HADLOW COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Assumed to be unemployed",0%,,15%,"Y",10%,,0%,,0%,,0%,
10002843,"HADLOW COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Not available for work or study",0%,,5%,"Y",5%,,0%,,0%,,0%,
10002843,"HADLOW COLLEGE","(L3.49) Landscape Design","Working Only",0%,,50%,"Y",0%,,0%,,0%,,0%,
10002843,"HADLOW COLLEGE","(L3.49) Landscape Design","Studying Only",0%,,10%,"Y",0%,,0%,,0%,,0%,
10002843,"HADLOW COLLEGE","(L3.49) Landscape Design","Working & Studying",0%,,10%,"Y",0%,,0%,,0%,,0%,
10002843,"HADLOW COLLEGE","(L3.49) Landscape Design","Assumed to be unemployed",0%,,20%,"Y",0%,,0%,,0%,,0%,
10002843,"HADLOW COLLEGE","(L3.49) Landscape Design","Not available for work or study",0%,,5%,"Y",0%,,0%,,0%,,0%,
10002852,"HALESOWEN COLLEGE","(L3.105) Academic studies in Education","Working Only",0%,,0%,,0%,,0%,,0%,,60%,"Y"
10002852,"HALESOWEN COLLEGE","(L3.105) Academic studies in Education","Working & Studying",0%,,0%,,0%,,0%,,0%,,40%,"Y"
10002901,"HARPER ADAMS UNIVERSITY COLLEGE","(L3.21) Animal Science","Working Only",0%,,65%,,60%,,0%,,0%,,0%,
10002901,"HARPER ADAMS UNIVERSITY COLLEGE","(L3.21) Animal Science","Studying Only",0%,,0%,,30%,,0%,,0%,,0%,
10002901,"HARPER ADAMS UNIVERSITY COLLEGE","(L3.21) Animal Science","Working & Studying",0%,,15%,,5%,,0%,,0%,,0%,
10002901,"HARPER ADAMS UNIVERSITY COLLEGE","(L3.21) Animal Science","Assumed to be unemployed",0%,,15%,,5%,,0%,,0%,,0%,
10002901,"HARPER ADAMS UNIVERSITY COLLEGE","(L3.21) Animal Science","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10002901,"HARPER ADAMS UNIVERSITY COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Working Only",60%,"Y",64%,,53%,,0%,,0%,,0%,
10002901,"HARPER ADAMS UNIVERSITY COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Studying Only",0%,,4%,,23%,,0%,,0%,,0%,
10002901,"HARPER ADAMS UNIVERSITY COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Working & Studying",35%,"Y",15%,,3%,,0%,,0%,,0%,
10002901,"HARPER ADAMS UNIVERSITY COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Assumed to be unemployed",0%,,1%,,8%,,0%,,0%,,0%,
10002901,"HARPER ADAMS UNIVERSITY COLLEGE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Not available for work or study",5%,"Y",16%,,12%,,0%,,0%,,0%,
10002901,"HARPER ADAMS UNIVERSITY COLLEGE","(L3.37) Mechanical, Production and Manufacturing Engineering","Working Only",0%,,65%,,0%,,0%,,0%,,0%,
10002901,"HARPER ADAMS UNIVERSITY COLLEGE","(L3.37) Mechanical, Production and Manufacturing Engineering","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10002901,"HARPER ADAMS UNIVERSITY COLLEGE","(L3.37) Mechanical, Production and Manufacturing Engineering","Assumed to be unemployed",0%,,5%,,0%,,0%,,0%,,0%,
10002901,"HARPER ADAMS UNIVERSITY COLLEGE","(L3.37) Mechanical, Production and Manufacturing Engineering","Not available for work or study",0%,,25%,,0%,,0%,,0%,,0%,
10002901,"HARPER ADAMS UNIVERSITY COLLEGE","(L3.61) Business studies","Working Only",0%,,90%,"Y",0%,,0%,,0%,,0%,
10002901,"HARPER ADAMS UNIVERSITY COLLEGE","(L3.61) Business studies","Working & Studying",0%,,5%,"Y",0%,,0%,,0%,,0%,
10002901,"HARPER ADAMS UNIVERSITY COLLEGE","(L3.61) Business studies","Not available for work or study",0%,,10%,"Y",0%,,0%,,0%,,0%,
