"UKPRN","Institution","Subject","Job Category","Postgraduate","Two years aggregate data (Postgraduate/Full-time)?","First degree","Two years aggregate data (First degree/Full-time)?","Other undergraduate","Two years aggregate data (Other undergraduate/Full-time)?","Postgraduate","Two years aggregate data (Postgraduate/Part-time)?","First degree","Two years aggregate data (First degree/Part-time)?","Other undergraduate","Two years aggregate data (Other undergraduate/Part-time)?"
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.36) General Engineering","Non-graduate job",0%,,0%,,45%,"Y",0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.39) Naval Architecture","Graduate job",0%,,75%,"Y",0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.39) Naval Architecture","Non-graduate job",0%,,25%,"Y",0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.40) Electronic and Electrical Engineering","Graduate job",0%,,70%,"Y",0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.40) Electronic and Electrical Engineering","Non-graduate job",0%,,30%,"Y",0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.41) Civil Engineering","Graduate job",0%,,0%,,0%,,0%,,0%,,70%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.41) Civil Engineering","Non-graduate job",0%,,0%,,0%,,0%,,0%,,30%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.45) Maritime Technology","Non-graduate job",0%,,0%,,100%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.46) Others in Technology","Graduate job",0%,,70%,"Y",0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.46) Others in Technology","Non-graduate job",0%,,30%,"Y",0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.47) Architecture","Graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.47) Architecture","Non-graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.48) Building","Graduate job",0%,,0%,,0%,,0%,,100%,"Y",85%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.48) Building","Non-graduate job",0%,,0%,,0%,,0%,,0%,,15%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.54) Sociology","Graduate job",0%,,25%,,0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.54) Sociology","Non-graduate job",0%,,75%,,0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.58) Social Work","Graduate job",0%,,95%,,0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.58) Social Work","Non-graduate job",0%,,5%,,0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.60) Law","Graduate job",0%,,30%,"Y",0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.60) Law","Non-graduate job",0%,,70%,"Y",0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.61) Business studies","Graduate job",0%,,51%,,0%,,0%,,55%,"Y",75%,"Y"
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.61) Business studies","Non-graduate job",0%,,49%,,0%,,0%,,45%,"Y",25%,"Y"
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.62) Marketing","Graduate job",0%,,56%,,0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.62) Marketing","Non-graduate job",0%,,44%,,0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.64) Human Resource Management","Graduate job",0%,,0%,,0%,,95%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.64) Human Resource Management","Non-graduate job",0%,,0%,,0%,,5%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.66) Accounting","Graduate job",0%,,35%,"Y",0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.66) Accounting","Non-graduate job",0%,,65%,"Y",0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.67) Tourism, Transport and Travel","Graduate job",0%,,42%,,0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.67) Tourism, Transport and Travel","Non-graduate job",0%,,58%,,0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.68) Others in Business and Administrative studies","Graduate job",0%,,40%,,0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.68) Others in Business and Administrative studies","Non-graduate job",0%,,60%,,0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.69) Media studies","Graduate job",0%,,37%,,0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.69) Media studies","Non-graduate job",0%,,63%,,0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.71) Publicity studies","Graduate job",0%,,65%,"Y",0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.71) Publicity studies","Non-graduate job",0%,,35%,"Y",0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.73) Journalism","Graduate job",0%,,48%,,0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.73) Journalism","Non-graduate job",0%,,52%,,0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.95) Fine Art","Graduate job",0%,,35%,"Y",0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.95) Fine Art","Non-graduate job",0%,,65%,"Y",0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.96) Design studies","Graduate job",0%,,44%,,0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.96) Design studies","Non-graduate job",0%,,56%,,0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.97) Music","Graduate job",0%,,35%,,0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.97) Music","Non-graduate job",0%,,65%,,0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.98) Drama","Graduate job",0%,,40%,"Y",0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.98) Drama","Non-graduate job",0%,,60%,"Y",0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.100) Cinematics and Photography","Graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.100) Cinematics and Photography","Non-graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.101) Imaginative Writing","Graduate job",0%,,40%,"Y",0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.101) Imaginative Writing","Non-graduate job",0%,,60%,"Y",0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.102) Others in Creative Arts and Design","Graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10006022,"SOUTHAMPTON SOLENT UNIVERSITY","(L3.102) Others in Creative Arts and Design","Non-graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10006050,"SPARSHOLT COLLEGE HAMPSHIRE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Graduate job",0%,,30%,,0%,,0%,,0%,,0%,
10006050,"SPARSHOLT COLLEGE HAMPSHIRE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Non-graduate job",0%,,60%,,0%,,0%,,0%,,0%,
10006050,"SPARSHOLT COLLEGE HAMPSHIRE","(L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects","Unknown",0%,,5%,,0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.05) Nursing","Graduate job",0%,,98%,,98%,,100%,"Y",100%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.05) Nursing","Non-graduate job",0%,,2%,,2%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.11) Others in Subjects allied to Medicine","Graduate job",0%,,0%,,0%,,100%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.18) Sports Science","Graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.18) Sports Science","Non-graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.19) Psychology","Graduate job",85%,"Y",50%,,0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.19) Psychology","Non-graduate job",15%,"Y",50%,,0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.27) Forensic and Archaeological Science","Graduate job",0%,,60%,,0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.27) Forensic and Archaeological Science","Non-graduate job",0%,,40%,,0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.31) Physical Geography and Environmental Science","Graduate job",0%,,60%,"Y",0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.31) Physical Geography and Environmental Science","Non-graduate job",0%,,40%,"Y",0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.35) Computer Science","Graduate job",0%,,78%,,0%,,0%,,85%,"Y",0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.35) Computer Science","Non-graduate job",0%,,23%,,0%,,0%,,15%,"Y",0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.37) Mechanical, Production and Manufacturing Engineering","Graduate job",0%,,70%,"Y",0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.37) Mechanical, Production and Manufacturing Engineering","Non-graduate job",0%,,30%,"Y",0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.46) Others in Technology","Graduate job",0%,,67%,,0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.46) Others in Technology","Non-graduate job",0%,,33%,,0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.54) Sociology","Graduate job",0%,,55%,,0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.54) Sociology","Non-graduate job",0%,,45%,,0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.58) Social Work","Graduate job",0%,,90%,,0%,,0%,,95%,"Y",0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.58) Social Work","Non-graduate job",0%,,10%,,0%,,0%,,5%,"Y",0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.60) Law","Graduate job",0%,,55%,,0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.60) Law","Non-graduate job",0%,,45%,,0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.61) Business studies","Graduate job",0%,,57%,,0%,,100%,,90%,"Y",90%,"Y"
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.61) Business studies","Non-graduate job",0%,,43%,,0%,,0%,,10%,"Y",10%,"Y"
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.63) Management studies","Graduate job",0%,,0%,,0%,,100%,,0%,,100%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.63) Management studies","Non-graduate job",0%,,0%,,0%,,0%,,0%,,5%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.66) Accounting","Graduate job",0%,,75%,"Y",0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.66) Accounting","Non-graduate job",0%,,25%,"Y",0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.69) Media studies","Graduate job",0%,,40%,,0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.69) Media studies","Non-graduate job",0%,,60%,,0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.73) Journalism","Graduate job",0%,,73%,,0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.73) Journalism","Non-graduate job",0%,,27%,,0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.75) English studies","Graduate job",0%,,65%,"Y",0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.75) English studies","Non-graduate job",0%,,35%,"Y",0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.95) Fine Art","Graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.95) Fine Art","Non-graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.96) Design studies","Graduate job",0%,,48%,,0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.96) Design studies","Non-graduate job",0%,,52%,,0%,,0%,,0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.103) Teacher Training","Graduate job",0%,,0%,,0%,,100%,"Y",0%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.105) Academic studies in Education","Graduate job",0%,,0%,,0%,,100%,"Y",100%,,0%,
10006299,"STAFFORDSHIRE UNIVERSITY","(L3.108) Initial Teacher Training","Graduate job",100%,"Y",0%,,100%,"Y",0%,,0%,,0%,
10006322,"STEPHENSON COLLEGE","(L3.48) Building","Graduate job",0%,,0%,,0%,,0%,,0%,,80%,
10006322,"STEPHENSON COLLEGE","(L3.48) Building","Non-graduate job",0%,,0%,,0%,,0%,,0%,,15%,
10006322,"STEPHENSON COLLEGE","(L3.48) Building","Unknown",0%,,0%,,0%,,0%,,0%,,5%,
10006331,"STOCKPORT COLLEGE OF FURTHER AND HIGHER EDUCATION","(L3.105) Academic studies in Education","Graduate job",0%,,40%,,0%,,0%,,0%,,0%,
10006331,"STOCKPORT COLLEGE OF FURTHER AND HIGHER EDUCATION","(L3.105) Academic studies in Education","Non-graduate job",0%,,60%,,0%,,0%,,0%,,0%,
10006331,"STOCKPORT COLLEGE OF FURTHER AND HIGHER EDUCATION","(L3.106) Others in Education","Graduate job",0%,,0%,,0%,,0%,,0%,,100%,
10006355,"STOURBRIDGE COLLEGE","(L3.48) Building","Graduate job",0%,,0%,,0%,,0%,,0%,,95%,"Y"
10006355,"STOURBRIDGE COLLEGE","(L3.48) Building","Non-graduate job",0%,,0%,,0%,,0%,,0%,,5%,"Y"
10006355,"STOURBRIDGE COLLEGE","(L3.105) Academic studies in Education","Graduate job",0%,,0%,,0%,,0%,,0%,,95%,"Y"
10006355,"STOURBRIDGE COLLEGE","(L3.105) Academic studies in Education","Non-graduate job",0%,,0%,,0%,,0%,,0%,,5%,"Y"
10006427,"UNIVERSITY FOR THE CREATIVE ARTS","(L3.47) Architecture","Graduate job",0%,,90%,"Y",0%,,0%,,0%,,0%,
10006427,"UNIVERSITY FOR THE CREATIVE ARTS","(L3.47) Architecture","Non-graduate job",0%,,10%,"Y",0%,,0%,,0%,,0%,
10006427,"UNIVERSITY FOR THE CREATIVE ARTS","(L3.73) Journalism","Graduate job",0%,,60%,,0%,,0%,,0%,,0%,
10006427,"UNIVERSITY FOR THE CREATIVE ARTS","(L3.73) Journalism","Non-graduate job",0%,,40%,,0%,,0%,,0%,,0%,
10006427,"UNIVERSITY FOR THE CREATIVE ARTS","(L3.95) Fine Art","Graduate job",0%,,49%,,0%,,0%,,0%,,0%,
10006427,"UNIVERSITY FOR THE CREATIVE ARTS","(L3.95) Fine Art","Non-graduate job",0%,,51%,,0%,,0%,,0%,,0%,
10006427,"UNIVERSITY FOR THE CREATIVE ARTS","(L3.96) Design studies","Graduate job",0%,,54%,,25%,"Y",0%,,0%,,0%,
10006427,"UNIVERSITY FOR THE CREATIVE ARTS","(L3.96) Design studies","Non-graduate job",0%,,46%,,75%,"Y",0%,,0%,,0%,
10006427,"UNIVERSITY FOR THE CREATIVE ARTS","(L3.100) Cinematics and Photography","Graduate job",0%,,58%,,0%,,0%,,0%,,0%,
10006427,"UNIVERSITY FOR THE CREATIVE ARTS","(L3.100) Cinematics and Photography","Non-graduate job",0%,,42%,,0%,,0%,,0%,,0%,
10006427,"UNIVERSITY FOR THE CREATIVE ARTS","(L3.102) Others in Creative Arts and Design","Graduate job",0%,,59%,,0%,,0%,,0%,,0%,
10006427,"UNIVERSITY FOR THE CREATIVE ARTS","(L3.102) Others in Creative Arts and Design","Non-graduate job",0%,,41%,,0%,,0%,,0%,,0%,
10006442,"BIRMINGHAM METROPOLITAN COLLEGE","(L3.64) Human Resource Management","Graduate job",0%,,0%,,0%,,95%,"Y",0%,,0%,
10006442,"BIRMINGHAM METROPOLITAN COLLEGE","(L3.64) Human Resource Management","Non-graduate job",0%,,0%,,0%,,5%,"Y",0%,,0%,
10006442,"BIRMINGHAM METROPOLITAN COLLEGE","(L3.105) Academic studies in Education","Graduate job",0%,,0%,,0%,,0%,,0%,,95%,"Y"
10006442,"BIRMINGHAM METROPOLITAN COLLEGE","(L3.105) Academic studies in Education","Non-graduate job",0%,,0%,,0%,,0%,,0%,,5%,"Y"
10006463,"SWINDON COLLEGE","(L3.108) Initial Teacher Training","Graduate job",0%,,0%,,0%,,0%,,0%,,95%,"Y"
10006463,"SWINDON COLLEGE","(L3.108) Initial Teacher Training","Non-graduate job",0%,,0%,,0%,,0%,,0%,,5%,"Y"
10006549,"TELFORD COLLEGE OF ARTS AND TECHNOLOGY","(L3.105) Academic studies in Education","Graduate job",0%,,0%,,0%,,0%,,0%,,95%,
10006549,"TELFORD COLLEGE OF ARTS AND TECHNOLOGY","(L3.105) Academic studies in Education","Non-graduate job",0%,,0%,,0%,,0%,,0%,,5%,
10006566,"THAMES VALLEY UNIVERSITY","(L3.05) Nursing","Graduate job",0%,,99%,,99%,,97%,,95%,,100%,"Y"
10006566,"THAMES VALLEY UNIVERSITY","(L3.05) Nursing","Non-graduate job",0%,,1%,,1%,,3%,,5%,,0%,
10006566,"THAMES VALLEY UNIVERSITY","(L3.06) Complementary Medicine","Graduate job",0%,,0%,,0%,,0%,,0%,,90%,
10006566,"THAMES VALLEY UNIVERSITY","(L3.06) Complementary Medicine","Non-graduate job",0%,,0%,,0%,,0%,,0%,,15%,
10006566,"THAMES VALLEY UNIVERSITY","(L3.07) Nutrition","Graduate job",0%,,0%,,0%,,0%,,95%,"Y",0%,
10006566,"THAMES VALLEY UNIVERSITY","(L3.07) Nutrition","Non-graduate job",0%,,0%,,0%,,0%,,5%,"Y",0%,
10006566,"THAMES VALLEY UNIVERSITY","(L3.40) Electronic and Electrical Engineering","Graduate job",0%,,0%,,0%,,0%,,0%,,85%,"Y"
10006566,"THAMES VALLEY UNIVERSITY","(L3.40) Electronic and Electrical Engineering","Non-graduate job",0%,,0%,,0%,,0%,,0%,,15%,"Y"
10006566,"THAMES VALLEY UNIVERSITY","(L3.61) Business studies","Graduate job",0%,,35%,"Y",0%,,0%,,60%,,0%,
10006566,"THAMES VALLEY UNIVERSITY","(L3.61) Business studies","Non-graduate job",0%,,65%,"Y",0%,,0%,,40%,,0%,
10006566,"THAMES VALLEY UNIVERSITY","(L3.63) Management studies","Graduate job",0%,,20%,,0%,,0%,,25%,"Y",30%,
10006566,"THAMES VALLEY UNIVERSITY","(L3.63) Management studies","Non-graduate job",0%,,80%,,0%,,0%,,75%,"Y",70%,
10006566,"THAMES VALLEY UNIVERSITY","(L3.66) Accounting","Graduate job",0%,,10%,"Y",0%,,0%,,0%,,0%,
10006566,"THAMES VALLEY UNIVERSITY","(L3.66) Accounting","Non-graduate job",0%,,90%,"Y",0%,,0%,,0%,,0%,
10006566,"THAMES VALLEY UNIVERSITY","(L3.67) Tourism, Transport and Travel","Graduate job",0%,,35%,,15%,"Y",0%,,0%,,0%,
10006566,"THAMES VALLEY UNIVERSITY","(L3.67) Tourism, Transport and Travel","Non-graduate job",0%,,65%,,85%,"Y",0%,,0%,,0%,
10006566,"THAMES VALLEY UNIVERSITY","(L3.69) Media studies","Graduate job",0%,,35%,,0%,,0%,,55%,"Y",0%,
10006566,"THAMES VALLEY UNIVERSITY","(L3.69) Media studies","Non-graduate job",0%,,65%,,0%,,0%,,45%,"Y",0%,
10006566,"THAMES VALLEY UNIVERSITY","(L3.96) Design studies","Graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10006566,"THAMES VALLEY UNIVERSITY","(L3.96) Design studies","Non-graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10006566,"THAMES VALLEY UNIVERSITY","(L3.97) Music","Graduate job",0%,,60%,,0%,,0%,,45%,,0%,
10006566,"THAMES VALLEY UNIVERSITY","(L3.97) Music","Non-graduate job",0%,,40%,,0%,,0%,,55%,,0%,
10006566,"THAMES VALLEY UNIVERSITY","(L3.100) Cinematics and Photography","Graduate job",0%,,60%,,0%,,0%,,0%,,0%,
10006566,"THAMES VALLEY UNIVERSITY","(L3.100) Cinematics and Photography","Non-graduate job",0%,,40%,,0%,,0%,,0%,,0%,
10006566,"THAMES VALLEY UNIVERSITY","(L3.105) Academic studies in Education","Graduate job",0%,,0%,,0%,,90%,,0%,,0%,
10006566,"THAMES VALLEY UNIVERSITY","(L3.105) Academic studies in Education","Non-graduate job",0%,,0%,,0%,,10%,,0%,,0%,
10006566,"THAMES VALLEY UNIVERSITY","(L3.108) Initial Teacher Training","Graduate job",95%,"Y",0%,,0%,,0%,,0%,,0%,
10006566,"THAMES VALLEY UNIVERSITY","(L3.108) Initial Teacher Training","Non-graduate job",5%,"Y",0%,,0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.01) Medicine","Graduate job",0%,,99%,,0%,,100%,"Y",0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.01) Medicine","Non-graduate job",0%,,0%,,0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.01) Medicine","Unknown",0%,,0%,,0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.02) Dentistry","Graduate job",0%,,100%,,0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.03) Anatomy, Physiology and Pathology","Graduate job",0%,,87%,,0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.03) Anatomy, Physiology and Pathology","Non-graduate job",0%,,13%,,0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.04) Pharmacology, Toxicology and Pharmacy","Graduate job",75%,"Y",0%,,0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.04) Pharmacology, Toxicology and Pharmacy","Non-graduate job",25%,"Y",0%,,0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.05) Nursing","Graduate job",0%,,100%,,95%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.05) Nursing","Non-graduate job",0%,,0%,,5%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.11) Others in Subjects allied to Medicine","Graduate job",95%,"Y",60%,"Y",0%,,95%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.11) Others in Subjects allied to Medicine","Non-graduate job",5%,"Y",45%,"Y",0%,,5%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.12) Biology","Graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.12) Biology","Non-graduate job",0%,,48%,,0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.12) Biology","Unknown",0%,,2%,,0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.16) Molecular Biology, Biophysics and Biochemistry","Graduate job",0%,,50%,"Y",0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.16) Molecular Biology, Biophysics and Biochemistry","Non-graduate job",0%,,50%,"Y",0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.18) Sports Science","Graduate job",0%,,47%,,0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.18) Sports Science","Non-graduate job",0%,,52%,,0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.18) Sports Science","Unknown",0%,,1%,,0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.19) Psychology","Graduate job",90%,,42%,,0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.19) Psychology","Non-graduate job",10%,,58%,,0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.25) Chemistry","Graduate job",0%,,65%,"Y",0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.25) Chemistry","Non-graduate job",0%,,35%,"Y",0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.26) Physics and Astronomy","Graduate job",95%,"Y",75%,,0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.26) Physics and Astronomy","Non-graduate job",5%,"Y",25%,,0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.28) Geology","Graduate job",90%,"Y",75%,"Y",0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.28) Geology","Non-graduate job",10%,"Y",25%,"Y",0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.28) Geology","Unknown",0%,,0%,"Y",0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.31) Physical Geography and Environmental Science","Graduate job",90%,"Y",58%,,0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.31) Physical Geography and Environmental Science","Non-graduate job",10%,"Y",42%,,0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.32) Mathematics and Statistics","Graduate job",0%,,57%,,0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.32) Mathematics and Statistics","Non-graduate job",0%,,43%,,0%,,0%,,0%,,0%,
10006840,"UNIVERSITY OF BIRMINGHAM","(L3.35) Computer Science","Graduate job",90%,,75%,,0%,,0%,,0%,,0%,
